,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-01 01:32:13.238642,,,,,,,,,
1,Simulation configuration ID,86ce27fb-3b0a-4822-a8ba-244ce5aa27e7,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 332 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_45,0.0,101.0,household_agent_46,40.0,0.0,0.0,40.0,101.0
1,,,household_agent_45,1.0,116.0,household_agent_98,36.0,0.0,0.0,36.0,116.0
2,,,household_agent_37,2.0,111.0,household_agent_36,18.0,0.0,0.0,18.0,111.0
3,,,household_agent_54,3.0,114.0,household_agent_55,23.0,0.0,0.0,23.0,114.0
4,,,household_agent_46,4.0,67.0,household_agent_45,11.0,0.0,0.0,11.0,67.0
5,,,household_agent_55,5.0,95.0,household_agent_54,48.0,0.0,0.0,48.0,95.0
6,,,household_agent_36,6.0,153.0,household_agent_37,43.0,0.0,0.0,43.0,153.0
7,,,household_agent_98,7.0,84.0,household_agent_45,13.0,0.0,0.0,13.0,84.0
