,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-01 01:01:36.213668,,,,,,,,,
1,Simulation configuration ID,9dbfb63a-b81b-4c65-8ef3-cda8e5471f68,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 330 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_56,0.0,143.0,household_agent_57,265.0,0.0,63.0,265.0,206.0
1,,,household_agent_56,6.0,304.0,household_agent_57,539.0,0.0,79.0,536.0,383.0
2,,,household_agent_56,6.0,304.0,household_agent_57,539.0,0.0,127.0,536.0,431.0
3,,,household_agent_38,1.0,109.0,household_agent_37,377.0,0.0,62.0,377.0,171.0
4,,,household_agent_38,7.0,385.0,household_agent_37,685.0,0.0,107.0,536.0,492.0
5,,,household_agent_38,7.0,385.0,household_agent_37,685.0,0.0,150.0,536.0,535.0
6,,,household_agent_32,2.0,101.0,household_agent_31,600.0,0.0,3063.0,536.0,3164.0
7,,,household_agent_32,2.0,101.0,household_agent_31,600.0,0.0,9237.0,449.0,9338.0
8,,,household_agent_57,3.0,167.0,household_agent_56,899.0,0.0,65.0,536.0,232.0
9,,,household_agent_57,3.0,167.0,household_agent_56,899.0,0.0,112.0,363.0,279.0
10,,,household_agent_57,9.0,370.0,household_agent_56,513.0,0.0,83.0,513.0,453.0
11,,,household_agent_31,4.0,149.0,household_agent_32,765.0,0.0,12822.0,536.0,12971.0
12,,,household_agent_31,4.0,149.0,household_agent_32,765.0,0.0,13224.0,536.0,13373.0
13,,,household_agent_31,10.0,336.0,household_agent_32,373.0,0.0,13235.0,66.0,13571.0
14,,,household_agent_37,5.0,174.0,household_agent_38,799.0,0.0,109.0,536.0,283.0
15,,,household_agent_37,5.0,174.0,household_agent_38,799.0,0.0,151.0,536.0,325.0
16,,,household_agent_37,11.0,346.0,household_agent_38,928.0,0.0,75.0,536.0,421.0
17,,,household_agent_37,11.0,346.0,household_agent_38,928.0,0.0,122.0,392.0,468.0
18,,,household_agent_31,105500.0,3205.0,household_agent_32,600.0,3164.0,9799.0,536.0,13004.0
19,,,household_agent_31,105500.0,3205.0,household_agent_32,600.0,3164.0,10361.0,536.0,13566.0
20,,,household_agent_31,105501.0,9379.0,household_agent_32,600.0,9338.0,4564.0,128.0,13943.0
21,,,household_agent_32,105600.0,13068.0,household_agent_31,765.0,12971.0,737.0,536.0,13805.0
22,,,household_agent_32,105600.0,13068.0,household_agent_31,765.0,12971.0,911.0,229.0,13979.0
23,,,household_agent_32,105601.0,13470.0,household_agent_31,765.0,13373.0,498.0,536.0,13968.0
24,,,household_agent_32,105601.0,13470.0,household_agent_31,765.0,13373.0,3289.0,536.0,16759.0
25,,,household_agent_37,106100.0,204.0,household_agent_38,377.0,171.0,157.0,104.0,361.0
26,,,household_agent_37,106101.0,509.0,household_agent_38,685.0,492.0,70.0,536.0,579.0
27,,,household_agent_37,106101.0,509.0,household_agent_38,685.0,492.0,104.0,149.0,613.0
28,,,household_agent_37,106102.0,552.0,household_agent_38,685.0,535.0,81.0,536.0,633.0
29,,,household_agent_37,106102.0,552.0,household_agent_38,685.0,535.0,117.0,149.0,669.0
30,,,household_agent_38,106200.0,375.0,household_agent_37,799.0,283.0,72.0,536.0,447.0
31,,,household_agent_38,106200.0,375.0,household_agent_37,799.0,283.0,118.0,263.0,493.0
32,,,household_agent_38,106201.0,417.0,household_agent_37,799.0,325.0,122.0,536.0,539.0
33,,,household_agent_38,106202.0,423.0,household_agent_37,928.0,421.0,157.0,536.0,580.0
34,,,household_agent_38,106202.0,423.0,household_agent_37,928.0,421.0,199.0,268.0,622.0
35,,,household_agent_38,106203.0,470.0,household_agent_37,928.0,468.0,73.0,536.0,543.0
36,,,household_agent_38,106203.0,470.0,household_agent_37,928.0,468.0,121.0,392.0,591.0
37,,,household_agent_56,108000.0,314.0,household_agent_57,899.0,232.0,165.0,366.0,479.0
38,,,household_agent_56,108001.0,361.0,household_agent_57,899.0,279.0,82.0,536.0,443.0
39,,,household_agent_56,108001.0,361.0,household_agent_57,899.0,279.0,124.0,363.0,485.0
40,,,household_agent_56,108002.0,478.0,household_agent_57,513.0,453.0,71.0,513.0,549.0
41,,,household_agent_57,108100.0,230.0,household_agent_56,265.0,206.0,64.0,265.0,294.0
42,,,household_agent_57,108101.0,412.0,household_agent_56,539.0,383.0,115.0,536.0,527.0
43,,,household_agent_57,108101.0,412.0,household_agent_56,539.0,383.0,179.0,536.0,591.0
44,,,household_agent_57,108102.0,460.0,household_agent_56,539.0,431.0,171.0,6.0,631.0
