,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-13 23:22:08.627233,,,,,,
1,Simulation configuration ID,07f9932a-95a5-4407-a40b-14693d270c2e,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,82.0,aggregator_agent,1318.0,71.0,market_agent
0,,,1.0,126.0,generation_agent_6,1124.0,180.0,aggregator_agent
1,,,2.0,126.0,household_agent_67,1085.0,197.0,aggregator_agent
2,,,3.0,126.0,storage_agent_14,1232.0,73.0,aggregator_agent
3,,,4.0,126.0,generation_agent_50,1168.0,193.0,aggregator_agent
4,,,5.0,126.0,generation_agent_86,1204.0,162.0,aggregator_agent
5,,,6.0,126.0,generation_agent_53,1171.0,67.0,aggregator_agent
6,,,7.0,126.0,storage_agent_86,1304.0,73.0,aggregator_agent
7,,,8.0,126.0,generation_agent_71,1189.0,190.0,aggregator_agent
8,,,9.0,126.0,generation_agent_11,1129.0,126.0,aggregator_agent
9,,,10.0,126.0,household_agent_30,1048.0,157.0,aggregator_agent
10,,,11.0,126.0,storage_agent_56,1274.0,181.0,aggregator_agent
11,,,12.0,126.0,generation_agent_84,1202.0,141.0,aggregator_agent
12,,,13.0,126.0,generation_agent_7,1125.0,143.0,aggregator_agent
13,,,14.0,126.0,storage_agent_37,1255.0,99.0,aggregator_agent
14,,,15.0,126.0,storage_agent_42,1260.0,116.0,aggregator_agent
15,,,16.0,168.0,generation_agent_6,1124.0,183.0,aggregator_agent
16,,,17.0,168.0,household_agent_67,1085.0,147.0,aggregator_agent
17,,,18.0,168.0,storage_agent_14,1232.0,185.0,aggregator_agent
18,,,19.0,168.0,generation_agent_50,1168.0,109.0,aggregator_agent
19,,,20.0,168.0,generation_agent_86,1204.0,150.0,aggregator_agent
20,,,21.0,168.0,generation_agent_53,1171.0,119.0,aggregator_agent
21,,,22.0,168.0,storage_agent_86,1304.0,173.0,aggregator_agent
22,,,23.0,168.0,generation_agent_71,1189.0,62.0,aggregator_agent
23,,,24.0,168.0,generation_agent_11,1129.0,92.0,aggregator_agent
24,,,25.0,168.0,household_agent_30,1048.0,126.0,aggregator_agent
25,,,26.0,168.0,storage_agent_56,1274.0,91.0,aggregator_agent
26,,,27.0,168.0,generation_agent_84,1202.0,71.0,aggregator_agent
27,,,28.0,168.0,generation_agent_7,1125.0,70.0,aggregator_agent
28,,,29.0,168.0,storage_agent_37,1255.0,102.0,aggregator_agent
29,,,30.0,168.0,storage_agent_42,1260.0,173.0,aggregator_agent
30,,,31.0,194.0,generation_agent_6,1124.0,143.0,aggregator_agent
31,,,32.0,194.0,household_agent_67,1085.0,70.0,aggregator_agent
32,,,33.0,194.0,storage_agent_14,1232.0,187.0,aggregator_agent
33,,,34.0,194.0,generation_agent_50,1168.0,143.0,aggregator_agent
34,,,35.0,194.0,generation_agent_86,1204.0,197.0,aggregator_agent
35,,,36.0,194.0,generation_agent_53,1171.0,171.0,aggregator_agent
36,,,37.0,194.0,storage_agent_86,1304.0,168.0,aggregator_agent
37,,,38.0,194.0,generation_agent_71,1189.0,77.0,aggregator_agent
38,,,39.0,194.0,generation_agent_11,1129.0,171.0,aggregator_agent
39,,,40.0,194.0,household_agent_30,1048.0,175.0,aggregator_agent
40,,,41.0,194.0,storage_agent_56,1274.0,79.0,aggregator_agent
41,,,42.0,194.0,generation_agent_84,1202.0,50.0,aggregator_agent
42,,,43.0,194.0,generation_agent_7,1125.0,157.0,aggregator_agent
43,,,44.0,194.0,storage_agent_37,1255.0,88.0,aggregator_agent
44,,,45.0,194.0,storage_agent_42,1260.0,118.0,aggregator_agent
45,,,46.0,205.0,generation_agent_6,1124.0,143.0,aggregator_agent
46,,,47.0,205.0,household_agent_67,1085.0,192.0,aggregator_agent
47,,,48.0,205.0,storage_agent_14,1232.0,133.0,aggregator_agent
48,,,49.0,205.0,generation_agent_50,1168.0,146.0,aggregator_agent
49,,,50.0,205.0,generation_agent_86,1204.0,85.0,aggregator_agent
50,,,51.0,205.0,generation_agent_53,1171.0,188.0,aggregator_agent
51,,,52.0,205.0,storage_agent_86,1304.0,164.0,aggregator_agent
52,,,53.0,205.0,generation_agent_71,1189.0,126.0,aggregator_agent
53,,,54.0,205.0,generation_agent_11,1129.0,88.0,aggregator_agent
54,,,55.0,205.0,household_agent_30,1048.0,68.0,aggregator_agent
55,,,56.0,205.0,storage_agent_56,1274.0,102.0,aggregator_agent
56,,,57.0,205.0,generation_agent_84,1202.0,87.0,aggregator_agent
57,,,58.0,205.0,generation_agent_7,1125.0,146.0,aggregator_agent
58,,,59.0,205.0,storage_agent_37,1255.0,106.0,aggregator_agent
