,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 18:04:53.283644,,,,,,,,,
1,Simulation configuration ID,0bfb34ae-376e-4808-a7f2-3d08dfc6584d,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 67 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_28,0.0,76.0,household_agent_29,664.0,0.0,1.0,536.0,77.0
1,,,household_agent_28,0.0,76.0,household_agent_29,664.0,0.0,1.0,128.0,77.0
2,,,household_agent_29,1.0,74.0,household_agent_28,478.0,0.0,1.0,478.0,75.0
3,,,household_agent_29,2.0,85.0,household_agent_30,874.0,0.0,2.0,536.0,87.0
4,,,household_agent_29,2.0,85.0,household_agent_30,874.0,0.0,3.0,338.0,88.0
5,,,household_agent_31,3.0,65.0,household_agent_30,729.0,0.0,2.0,536.0,67.0
6,,,household_agent_31,3.0,65.0,household_agent_30,729.0,0.0,3.0,193.0,68.0
7,,,household_agent_30,4.0,74.0,household_agent_29,479.0,0.0,2.0,479.0,76.0
8,,,household_agent_30,5.0,11.0,household_agent_31,785.0,0.0,2.0,536.0,13.0
9,,,household_agent_30,5.0,11.0,household_agent_31,785.0,0.0,3.0,249.0,14.0
