,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-25 19:14:00.688012,,,,,,
1,Simulation configuration ID,e58c23c5-1c56-4621-95ee-f756425de0cf,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Complete Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,86.0,aggregator_agent,1318.0,595.0,market_agent
0,,,1.0,194.0,household_agent_70,1088.0,868.0,aggregator_agent
1,,,2.0,194.0,storage_agent_61,1279.0,229.0,aggregator_agent
2,,,3.0,194.0,storage_agent_21,1239.0,272.0,aggregator_agent
3,,,4.0,194.0,household_agent_43,1061.0,362.0,aggregator_agent
4,,,5.0,194.0,household_agent_23,1041.0,482.0,aggregator_agent
5,,,6.0,194.0,generation_agent_84,1202.0,349.0,aggregator_agent
6,,,7.0,194.0,household_agent_38,1056.0,693.0,aggregator_agent
7,,,8.0,194.0,generation_agent_87,1205.0,433.0,aggregator_agent
8,,,9.0,194.0,household_agent_94,1112.0,202.0,aggregator_agent
9,,,10.0,194.0,storage_agent_55,1273.0,562.0,aggregator_agent
10,,,11.0,194.0,storage_agent_89,1307.0,725.0,aggregator_agent
11,,,12.0,194.0,storage_agent_9,1227.0,752.0,aggregator_agent
12,,,13.0,194.0,generation_agent_24,1142.0,328.0,aggregator_agent
13,,,14.0,194.0,household_agent_40,1058.0,230.0,aggregator_agent
14,,,15.0,194.0,storage_agent_24,1242.0,770.0,aggregator_agent
15,,,16.0,265.0,household_agent_70,1088.0,844.0,aggregator_agent
16,,,17.0,265.0,storage_agent_61,1279.0,577.0,aggregator_agent
17,,,18.0,265.0,storage_agent_21,1239.0,773.0,aggregator_agent
18,,,19.0,265.0,household_agent_43,1061.0,582.0,aggregator_agent
19,,,20.0,265.0,household_agent_23,1041.0,597.0,aggregator_agent
20,,,21.0,265.0,generation_agent_84,1202.0,680.0,aggregator_agent
21,,,22.0,265.0,household_agent_38,1056.0,829.0,aggregator_agent
22,,,23.0,265.0,generation_agent_87,1205.0,274.0,aggregator_agent
23,,,24.0,265.0,household_agent_94,1112.0,763.0,aggregator_agent
24,,,25.0,265.0,storage_agent_55,1273.0,707.0,aggregator_agent
25,,,26.0,265.0,storage_agent_89,1307.0,421.0,aggregator_agent
