,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-21 20:44:42.488937,,,,,,,,,
1,Simulation configuration ID,0461e542-4d3a-4013-8825-91ee06662497,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,VoltageRegulation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,grid_infrastructure_agent_20,0.0,67.0,grid_infrastructure_agent_21,195.0,0.0,54.0,195.0,121.0
1,,,grid_infrastructure_agent_21,1.0,67.0,grid_infrastructure_agent_20,74.0,0.0,53.0,74.0,120.0
2,,,grid_infrastructure_agent_20,102000.0,391.0,grid_infrastructure_agent_21,74.0,120.0,53.0,74.0,444.0
3,,,grid_infrastructure_agent_21,102100.0,235.0,grid_infrastructure_agent_20,195.0,121.0,53.0,195.0,288.0
