,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 16:14:33.511489,,,,,,
1,Simulation configuration ID,b29a2cb6-545c-4d83-b8a5-d2c00be4d152,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,57.0,aggregator_agent,1318.0,991.0,control_center_agent
0,,,1.0,188.0,storage_agent_46,1264.0,991.0,aggregator_agent
1,,,6.0,69777.0,control_center_agent,1319.0,991.0,aggregator_agent
0,,,2.0,28415.0,storage_agent_45,1263.0,991.0,storage_agent_46
1,,,3.0,28415.0,storage_agent_47,1265.0,991.0,storage_agent_46
2,,,4.0,28415.0,household_agent_48,1066.0,991.0,storage_agent_46
3,,,5.0,40537.0,aggregator_agent,1318.0,991.0,storage_agent_46
