,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 09:33:34.803489,,,,,,
1,Simulation configuration ID,198a9448-a2cf-436c-b051-6cf663cfc201,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,21.0,aggregator_agent,1318.0,191.0,control_center_agent
0,,,1.0,92.0,generation_agent_29,1147.0,191.0,aggregator_agent
1,,,6.0,263645.0,control_center_agent,1319.0,191.0,aggregator_agent
0,,,2.0,284991.0,generation_agent_28,1146.0,191.0,generation_agent_29
1,,,3.0,284991.0,generation_agent_30,1148.0,191.0,generation_agent_29
2,,,4.0,284991.0,grid_infrastructure_agent_2,1002.0,191.0,generation_agent_29
3,,,5.0,168206.0,aggregator_agent,1318.0,191.0,generation_agent_29
