,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 09:34:55.966929,,,,,,
1,Simulation configuration ID,b4b098a0-5257-4ec9-a14e-7b0788145ae1,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Complete Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,68.0,aggregator_agent,1318.0,191.0,control_center_agent
0,,,1.0,159.0,storage_agent_26,1244.0,191.0,aggregator_agent
1,,,740.0,544572.0,control_center_agent,1319.0,191.0,aggregator_agent
0,,,2.0,243083.0,household_agent_0,1018.0,191.0,storage_agent_26
1,,,3.0,243083.0,household_agent_1,1019.0,191.0,storage_agent_26
2,,,4.0,243083.0,household_agent_2,1020.0,191.0,storage_agent_26
3,,,5.0,243083.0,household_agent_3,1021.0,191.0,storage_agent_26
4,,,6.0,243083.0,household_agent_4,1022.0,191.0,storage_agent_26
5,,,7.0,243083.0,household_agent_5,1023.0,191.0,storage_agent_26
6,,,8.0,243083.0,household_agent_6,1024.0,191.0,storage_agent_26
7,,,9.0,243083.0,household_agent_7,1025.0,191.0,storage_agent_26
8,,,10.0,243083.0,household_agent_8,1026.0,191.0,storage_agent_26
9,,,11.0,243083.0,household_agent_9,1027.0,191.0,storage_agent_26
10,,,12.0,243083.0,household_agent_10,1028.0,191.0,storage_agent_26
11,,,13.0,243083.0,household_agent_11,1029.0,191.0,storage_agent_26
12,,,14.0,243083.0,household_agent_12,1030.0,191.0,storage_agent_26
13,,,15.0,243083.0,household_agent_13,1031.0,191.0,storage_agent_26
14,,,16.0,243083.0,household_agent_14,1032.0,191.0,storage_agent_26
15,,,17.0,243083.0,household_agent_15,1033.0,191.0,storage_agent_26
16,,,18.0,243083.0,household_agent_16,1034.0,191.0,storage_agent_26
17,,,19.0,243083.0,household_agent_17,1035.0,191.0,storage_agent_26
18,,,20.0,243083.0,household_agent_18,1036.0,191.0,storage_agent_26
19,,,21.0,243083.0,household_agent_19,1037.0,191.0,storage_agent_26
20,,,22.0,243083.0,household_agent_20,1038.0,191.0,storage_agent_26
21,,,23.0,243083.0,household_agent_21,1039.0,191.0,storage_agent_26
22,,,24.0,243083.0,household_agent_22,1040.0,191.0,storage_agent_26
23,,,25.0,243083.0,household_agent_23,1041.0,191.0,storage_agent_26
24,,,26.0,243083.0,household_agent_24,1042.0,191.0,storage_agent_26
25,,,27.0,243083.0,household_agent_25,1043.0,191.0,storage_agent_26
26,,,28.0,243083.0,household_agent_26,1044.0,191.0,storage_agent_26
27,,,29.0,243083.0,household_agent_27,1045.0,191.0,storage_agent_26
28,,,30.0,243083.0,household_agent_28,1046.0,191.0,storage_agent_26
29,,,31.0,243083.0,household_agent_29,1047.0,191.0,storage_agent_26
30,,,32.0,243083.0,household_agent_30,1048.0,191.0,storage_agent_26
31,,,33.0,243083.0,household_agent_31,1049.0,191.0,storage_agent_26
32,,,34.0,243083.0,household_agent_32,1050.0,191.0,storage_agent_26
33,,,35.0,243083.0,household_agent_33,1051.0,191.0,storage_agent_26
34,,,36.0,243083.0,household_agent_34,1052.0,191.0,storage_agent_26
35,,,37.0,243083.0,household_agent_35,1053.0,191.0,storage_agent_26
36,,,38.0,243083.0,household_agent_36,1054.0,191.0,storage_agent_26
37,,,39.0,243083.0,household_agent_37,1055.0,191.0,storage_agent_26
38,,,40.0,243083.0,household_agent_38,1056.0,191.0,storage_agent_26
39,,,41.0,243083.0,household_agent_39,1057.0,191.0,storage_agent_26
40,,,42.0,243083.0,household_agent_40,1058.0,191.0,storage_agent_26
41,,,43.0,243083.0,household_agent_41,1059.0,191.0,storage_agent_26
42,,,44.0,243083.0,household_agent_42,1060.0,191.0,storage_agent_26
43,,,45.0,243083.0,household_agent_43,1061.0,191.0,storage_agent_26
44,,,46.0,243083.0,household_agent_44,1062.0,191.0,storage_agent_26
45,,,47.0,243083.0,household_agent_45,1063.0,191.0,storage_agent_26
46,,,48.0,243083.0,household_agent_46,1064.0,191.0,storage_agent_26
47,,,49.0,243083.0,household_agent_47,1065.0,191.0,storage_agent_26
48,,,50.0,243083.0,household_agent_48,1066.0,191.0,storage_agent_26
49,,,51.0,243083.0,household_agent_49,1067.0,191.0,storage_agent_26
50,,,52.0,243083.0,household_agent_50,1068.0,191.0,storage_agent_26
51,,,53.0,243083.0,household_agent_51,1069.0,191.0,storage_agent_26
52,,,54.0,243083.0,household_agent_52,1070.0,191.0,storage_agent_26
53,,,55.0,243083.0,household_agent_53,1071.0,191.0,storage_agent_26
54,,,56.0,243083.0,household_agent_54,1072.0,191.0,storage_agent_26
55,,,57.0,243083.0,household_agent_55,1073.0,191.0,storage_agent_26
56,,,58.0,243083.0,household_agent_56,1074.0,191.0,storage_agent_26
57,,,59.0,243083.0,household_agent_57,1075.0,191.0,storage_agent_26
58,,,60.0,243083.0,household_agent_58,1076.0,191.0,storage_agent_26
59,,,61.0,243083.0,household_agent_59,1077.0,191.0,storage_agent_26
60,,,62.0,243083.0,household_agent_60,1078.0,191.0,storage_agent_26
61,,,63.0,243083.0,household_agent_61,1079.0,191.0,storage_agent_26
62,,,64.0,243083.0,household_agent_62,1080.0,191.0,storage_agent_26
