,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-01 01:41:50.233534,,,,,,,,,
1,Simulation configuration ID,45eaffa4-7c08-46db-bc06-c45a66eee141,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 332 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_19,0.0,61.0,household_agent_20,931.0,0.0,1.0,536.0,62.0
1,,,household_agent_19,0.0,61.0,household_agent_20,931.0,0.0,1.0,395.0,62.0
2,,,household_agent_5,1.0,74.0,household_agent_6,470.0,0.0,1.0,470.0,75.0
3,,,household_agent_6,2.0,81.0,household_agent_5,543.0,0.0,1.0,536.0,82.0
4,,,household_agent_6,2.0,81.0,household_agent_5,543.0,0.0,1.0,7.0,82.0
5,,,household_agent_82,3.0,120.0,household_agent_96,628.0,0.0,1.0,536.0,121.0
6,,,household_agent_82,3.0,120.0,household_agent_96,628.0,0.0,1.0,92.0,121.0
7,,,household_agent_20,4.0,53.0,household_agent_19,823.0,0.0,1.0,536.0,54.0
8,,,household_agent_20,4.0,53.0,household_agent_19,823.0,0.0,1.0,287.0,54.0
9,,,household_agent_96,5.0,141.0,household_agent_82,950.0,0.0,1.0,536.0,142.0
10,,,household_agent_96,5.0,141.0,household_agent_82,950.0,0.0,1.0,414.0,142.0
11,,,household_agent_5,102901.0,27703.0,household_agent_6,543.0,82.0,1.0,536.0,27704.0
12,,,household_agent_5,102901.0,27703.0,household_agent_6,543.0,82.0,1.0,7.0,27704.0
13,,,household_agent_6,103000.0,26556.0,household_agent_5,470.0,75.0,1.0,470.0,26557.0
14,,,household_agent_19,104301.0,28811.0,household_agent_20,823.0,54.0,1.0,536.0,28812.0
15,,,household_agent_19,104301.0,28811.0,household_agent_20,823.0,54.0,1.0,287.0,28812.0
16,,,household_agent_20,104401.0,8706.0,household_agent_19,931.0,62.0,1.0,536.0,8707.0
17,,,household_agent_20,104401.0,8706.0,household_agent_19,931.0,62.0,1.0,395.0,8707.0
18,,,household_agent_82,110601.0,16284.0,household_agent_96,950.0,142.0,1.0,536.0,16285.0
19,,,household_agent_82,110601.0,16284.0,household_agent_96,950.0,142.0,1.0,414.0,16285.0
20,,,household_agent_96,112001.0,24813.0,household_agent_82,628.0,121.0,1.0,536.0,24814.0
21,,,household_agent_96,112001.0,24813.0,household_agent_82,628.0,121.0,1.0,92.0,24814.0
