,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-21 03:57:45.053142,,,,,,
1,Simulation configuration ID,e588897a-5939-483c-ae5f-8599dfa0d4ce,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Complete Overlay Topology with 330 agents,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,61.0,aggregator_agent,1324.0,778.0,market_agent
0,,,1.0,215.0,storage_agent_73,1297.0,390.0,aggregator_agent
1,,,2.0,215.0,household_agent_59,1083.0,300.0,aggregator_agent
2,,,3.0,215.0,household_agent_22,1046.0,758.0,aggregator_agent
3,,,4.0,215.0,storage_agent_54,1278.0,974.0,aggregator_agent
4,,,5.0,215.0,household_agent_62,1086.0,509.0,aggregator_agent
5,,,6.0,215.0,household_agent_2,1026.0,884.0,aggregator_agent
6,,,7.0,215.0,storage_agent_34,1258.0,314.0,aggregator_agent
7,,,8.0,215.0,storage_agent_77,1301.0,946.0,aggregator_agent
8,,,9.0,215.0,generation_agent_39,1163.0,569.0,aggregator_agent
9,,,10.0,215.0,generation_agent_52,1176.0,915.0,aggregator_agent
10,,,11.0,215.0,household_agent_7,1031.0,485.0,aggregator_agent
11,,,12.0,215.0,household_agent_49,1073.0,991.0,aggregator_agent
12,,,13.0,215.0,household_agent_25,1049.0,391.0,aggregator_agent
13,,,14.0,215.0,generation_agent_77,1201.0,882.0,aggregator_agent
14,,,15.0,215.0,storage_agent_57,1281.0,772.0,aggregator_agent
15,,,16.0,312.0,storage_agent_73,1297.0,673.0,aggregator_agent
16,,,17.0,312.0,household_agent_59,1083.0,223.0,aggregator_agent
17,,,18.0,312.0,household_agent_22,1046.0,245.0,aggregator_agent
18,,,19.0,312.0,storage_agent_54,1278.0,226.0,aggregator_agent
19,,,20.0,312.0,household_agent_62,1086.0,871.0,aggregator_agent
20,,,21.0,312.0,household_agent_2,1026.0,517.0,aggregator_agent
21,,,22.0,312.0,storage_agent_34,1258.0,262.0,aggregator_agent
22,,,23.0,312.0,storage_agent_77,1301.0,827.0,aggregator_agent
23,,,24.0,312.0,generation_agent_39,1163.0,708.0,aggregator_agent
24,,,25.0,312.0,generation_agent_52,1176.0,906.0,aggregator_agent
25,,,26.0,312.0,household_agent_7,1031.0,402.0,aggregator_agent
26,,,27.0,312.0,household_agent_49,1073.0,318.0,aggregator_agent
27,,,28.0,312.0,household_agent_25,1049.0,615.0,aggregator_agent
28,,,29.0,312.0,generation_agent_77,1201.0,987.0,aggregator_agent
29,,,30.0,312.0,storage_agent_57,1281.0,688.0,aggregator_agent
30,,,31.0,369.0,storage_agent_73,1297.0,584.0,aggregator_agent
31,,,32.0,369.0,household_agent_59,1083.0,599.0,aggregator_agent
32,,,33.0,369.0,household_agent_22,1046.0,476.0,aggregator_agent
33,,,34.0,369.0,storage_agent_54,1278.0,988.0,aggregator_agent
34,,,35.0,369.0,household_agent_62,1086.0,669.0,aggregator_agent
35,,,36.0,369.0,household_agent_2,1026.0,790.0,aggregator_agent
36,,,37.0,369.0,storage_agent_34,1258.0,472.0,aggregator_agent
37,,,38.0,369.0,storage_agent_77,1301.0,403.0,aggregator_agent
38,,,39.0,369.0,generation_agent_39,1163.0,678.0,aggregator_agent
39,,,40.0,369.0,generation_agent_52,1176.0,711.0,aggregator_agent
40,,,41.0,369.0,household_agent_7,1031.0,735.0,aggregator_agent
41,,,42.0,369.0,household_agent_49,1073.0,557.0,aggregator_agent
42,,,43.0,369.0,household_agent_25,1049.0,568.0,aggregator_agent
43,,,44.0,369.0,generation_agent_77,1201.0,731.0,aggregator_agent
44,,,45.0,369.0,storage_agent_57,1281.0,660.0,aggregator_agent
45,,,46.0,398.0,storage_agent_73,1297.0,418.0,aggregator_agent
46,,,47.0,398.0,household_agent_59,1083.0,650.0,aggregator_agent
47,,,48.0,398.0,household_agent_22,1046.0,291.0,aggregator_agent
48,,,49.0,398.0,storage_agent_54,1278.0,474.0,aggregator_agent
49,,,50.0,398.0,household_agent_62,1086.0,841.0,aggregator_agent
50,,,51.0,398.0,household_agent_2,1026.0,467.0,aggregator_agent
51,,,52.0,398.0,storage_agent_34,1258.0,926.0,aggregator_agent
52,,,53.0,398.0,storage_agent_77,1301.0,766.0,aggregator_agent
53,,,54.0,398.0,generation_agent_39,1163.0,584.0,aggregator_agent
54,,,55.0,398.0,generation_agent_52,1176.0,483.0,aggregator_agent
55,,,56.0,398.0,household_agent_7,1031.0,352.0,aggregator_agent
56,,,57.0,398.0,household_agent_49,1073.0,945.0,aggregator_agent
57,,,58.0,398.0,household_agent_25,1049.0,897.0,aggregator_agent
58,,,59.0,398.0,generation_agent_77,1201.0,455.0,aggregator_agent
59,,,60.0,398.0,storage_agent_57,1281.0,651.0,aggregator_agent
60,,,61.0,492.0,storage_agent_73,1297.0,282.0,aggregator_agent
61,,,62.0,492.0,household_agent_59,1083.0,439.0,aggregator_agent
62,,,63.0,492.0,household_agent_22,1046.0,230.0,aggregator_agent
63,,,64.0,492.0,storage_agent_54,1278.0,574.0,aggregator_agent
64,,,65.0,492.0,household_agent_62,1086.0,577.0,aggregator_agent
65,,,66.0,492.0,household_agent_2,1026.0,323.0,aggregator_agent
66,,,67.0,492.0,storage_agent_34,1258.0,797.0,aggregator_agent
67,,,68.0,492.0,storage_agent_77,1301.0,278.0,aggregator_agent
68,,,69.0,492.0,generation_agent_39,1163.0,471.0,aggregator_agent
69,,,70.0,492.0,generation_agent_52,1176.0,778.0,aggregator_agent
70,,,71.0,492.0,household_agent_7,1031.0,648.0,aggregator_agent
71,,,72.0,492.0,household_agent_49,1073.0,566.0,aggregator_agent
72,,,73.0,492.0,household_agent_25,1049.0,690.0,aggregator_agent
73,,,74.0,492.0,generation_agent_77,1201.0,288.0,aggregator_agent
74,,,75.0,492.0,storage_agent_57,1281.0,403.0,aggregator_agent
75,,,76.0,570.0,storage_agent_73,1297.0,782.0,aggregator_agent
76,,,77.0,570.0,household_agent_59,1083.0,544.0,aggregator_agent
77,,,78.0,570.0,household_agent_22,1046.0,978.0,aggregator_agent
78,,,79.0,570.0,storage_agent_54,1278.0,445.0,aggregator_agent
79,,,80.0,570.0,household_agent_62,1086.0,492.0,aggregator_agent
80,,,81.0,570.0,household_agent_2,1026.0,234.0,aggregator_agent
81,,,82.0,570.0,storage_agent_34,1258.0,941.0,aggregator_agent
82,,,83.0,570.0,storage_agent_77,1301.0,605.0,aggregator_agent
83,,,84.0,570.0,generation_agent_39,1163.0,304.0,aggregator_agent
84,,,85.0,570.0,generation_agent_52,1176.0,777.0,aggregator_agent
85,,,86.0,570.0,household_agent_7,1031.0,393.0,aggregator_agent
86,,,87.0,570.0,household_agent_49,1073.0,505.0,aggregator_agent
87,,,88.0,570.0,household_agent_25,1049.0,980.0,aggregator_agent
88,,,89.0,570.0,generation_agent_77,1201.0,431.0,aggregator_agent
89,,,90.0,570.0,storage_agent_57,1281.0,693.0,aggregator_agent
90,,,91.0,634.0,market_agent,1326.0,382.0,aggregator_agent
