,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-30 07:59:38.906888,,,,,,,,,
1,Simulation configuration ID,5d440623-31c5-4962-9438-80f7c0344e12,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 65 agents,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,80.0,household_agent_41,1044.0,191.0,control_center_agent,19.0,191.0,99.0
1,,,1.0,25230.0,household_agent_40,1043.0,191.0,household_agent_41,47.0,191.0,25277.0
2,,,2.0,25230.0,household_agent_42,1045.0,191.0,household_agent_41,58.0,191.0,25288.0
3,,,3.0,28160.0,household_agent_42,1045.0,191.0,household_agent_41,47.0,191.0,28207.0
4,,,5.0,29200.0,control_center_agent,1060.0,191.0,household_agent_41,28.0,191.0,29228.0
5,,,4.0,28160.0,household_agent_41,1044.0,191.0,household_agent_42,47.0,191.0,28207.0
