,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 16:06:16.774612,,,,,,,,,
1,Simulation configuration ID,68376d36-2f4c-4388-9d21-f154e6279d00,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 326 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_80,0.0,121.0,household_agent_81,974.0,0.0,1.0,536.0,122.0
1,,,household_agent_80,0.0,121.0,household_agent_81,974.0,0.0,1.0,438.0,122.0
2,,,household_agent_81,1.0,43.0,household_agent_80,715.0,0.0,1.0,536.0,44.0
3,,,household_agent_81,1.0,43.0,household_agent_80,715.0,0.0,1.0,179.0,44.0
4,,,household_agent_80,109801.0,26569.0,household_agent_81,715.0,44.0,1.0,536.0,26570.0
5,,,household_agent_80,109801.0,26569.0,household_agent_81,715.0,44.0,1.0,179.0,26570.0
6,,,household_agent_81,109901.0,28066.0,household_agent_80,974.0,122.0,1.0,536.0,28067.0
7,,,household_agent_81,109901.0,28066.0,household_agent_80,974.0,122.0,1.0,438.0,28067.0
