,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-11 19:22:50.104133,,,,,,
1,Simulation configuration ID,7092dbbc-4934-48ea-af99-31b71a29f70a,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,5.0,aggregator_agent,1318.0,107.0,market_agent
0,,,1.0,54.0,storage_agent_88,1306.0,103.0,aggregator_agent
1,,,2.0,54.0,generation_agent_56,1174.0,93.0,aggregator_agent
2,,,3.0,54.0,household_agent_95,1113.0,58.0,aggregator_agent
3,,,4.0,54.0,household_agent_38,1056.0,66.0,aggregator_agent
4,,,5.0,54.0,storage_agent_35,1253.0,105.0,aggregator_agent
5,,,6.0,54.0,storage_agent_86,1304.0,51.0,aggregator_agent
6,,,7.0,54.0,household_agent_96,1114.0,179.0,aggregator_agent
7,,,8.0,54.0,generation_agent_9,1127.0,182.0,aggregator_agent
8,,,9.0,54.0,generation_agent_65,1183.0,195.0,aggregator_agent
9,,,10.0,54.0,storage_agent_55,1273.0,71.0,aggregator_agent
10,,,11.0,54.0,household_agent_10,1028.0,70.0,aggregator_agent
11,,,12.0,54.0,storage_agent_5,1223.0,127.0,aggregator_agent
12,,,13.0,54.0,generation_agent_95,1213.0,171.0,aggregator_agent
13,,,14.0,54.0,household_agent_71,1089.0,187.0,aggregator_agent
14,,,15.0,54.0,storage_agent_85,1303.0,117.0,aggregator_agent
15,,,16.0,149.0,storage_agent_88,1306.0,130.0,aggregator_agent
16,,,17.0,149.0,generation_agent_56,1174.0,174.0,aggregator_agent
17,,,18.0,149.0,household_agent_95,1113.0,129.0,aggregator_agent
18,,,19.0,149.0,household_agent_38,1056.0,121.0,aggregator_agent
19,,,20.0,149.0,storage_agent_35,1253.0,63.0,aggregator_agent
20,,,21.0,149.0,storage_agent_86,1304.0,94.0,aggregator_agent
21,,,22.0,149.0,household_agent_96,1114.0,61.0,aggregator_agent
22,,,23.0,149.0,generation_agent_9,1127.0,185.0,aggregator_agent
23,,,24.0,149.0,generation_agent_65,1183.0,153.0,aggregator_agent
24,,,25.0,149.0,storage_agent_55,1273.0,180.0,aggregator_agent
25,,,26.0,149.0,household_agent_10,1028.0,127.0,aggregator_agent
26,,,27.0,149.0,storage_agent_5,1223.0,100.0,aggregator_agent
27,,,28.0,149.0,generation_agent_95,1213.0,112.0,aggregator_agent
28,,,29.0,149.0,household_agent_71,1089.0,143.0,aggregator_agent
29,,,30.0,149.0,storage_agent_85,1303.0,100.0,aggregator_agent
30,,,31.0,166.0,storage_agent_88,1306.0,173.0,aggregator_agent
31,,,32.0,166.0,generation_agent_56,1174.0,88.0,aggregator_agent
32,,,33.0,166.0,household_agent_95,1113.0,71.0,aggregator_agent
33,,,34.0,166.0,household_agent_38,1056.0,181.0,aggregator_agent
34,,,35.0,166.0,storage_agent_35,1253.0,97.0,aggregator_agent
35,,,36.0,166.0,storage_agent_86,1304.0,77.0,aggregator_agent
36,,,37.0,166.0,household_agent_96,1114.0,84.0,aggregator_agent
37,,,38.0,166.0,generation_agent_9,1127.0,178.0,aggregator_agent
38,,,39.0,166.0,generation_agent_65,1183.0,197.0,aggregator_agent
39,,,40.0,166.0,storage_agent_55,1273.0,148.0,aggregator_agent
