,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 10:25:39.905143,,,,,,
1,Simulation configuration ID,3aeffe36-e44c-4cf2-9530-935bd6b9ff0c,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,19.0,aggregator_agent,1318.0,140.0,market_agent
0,,,1.0,1.0,aggregator_agent,1318.0,67.0,grid_operator_agent
0,,,2.0,48.0,aggregator_agent,1318.0,182.0,household_agent_78
0,,,3.0,48.0,aggregator_agent,1318.0,139.0,household_agent_48
0,,,4.0,65.0,aggregator_agent,1318.0,106.0,household_agent_29
0,,,5.0,44.0,aggregator_agent,1318.0,86.0,household_agent_60
0,,,6.0,100.0,aggregator_agent,1318.0,138.0,household_agent_15
0,,,7.0,63.0,aggregator_agent,1318.0,112.0,household_agent_46
0,,,8.0,80.0,aggregator_agent,1318.0,93.0,household_agent_19
0,,,9.0,66.0,aggregator_agent,1318.0,57.0,household_agent_31
0,,,10.0,74.0,aggregator_agent,1318.0,65.0,household_agent_66
0,,,11.0,23.0,aggregator_agent,1318.0,172.0,household_agent_9
0,,,12.0,74.0,aggregator_agent,1318.0,140.0,household_agent_42
0,,,13.0,96.0,aggregator_agent,1318.0,125.0,household_agent_62
0,,,14.0,66.0,aggregator_agent,1318.0,192.0,household_agent_97
0,,,15.0,75.0,aggregator_agent,1318.0,155.0,household_agent_87
0,,,16.0,90.0,aggregator_agent,1318.0,149.0,household_agent_98
