,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-30 17:38:44.447700,,,,,,,,,
1,Simulation configuration ID,1177fd1f-225a-486c-b8ec-145f60e35ac0,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 330 agents,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,43.0,storage_agent_98,1322.0,991.0,control_center_agent,26.0,536.0,69.0
1,,,0.0,43.0,storage_agent_98,1322.0,991.0,control_center_agent,47.0,455.0,90.0
2,,,1.0,23220.0,storage_agent_97,1321.0,991.0,storage_agent_98,75.0,536.0,23295.0
3,,,1.0,23220.0,storage_agent_97,1321.0,991.0,storage_agent_98,128.0,455.0,23348.0
4,,,2.0,23220.0,storage_agent_99,1323.0,991.0,storage_agent_98,98.0,536.0,23318.0
5,,,2.0,23220.0,storage_agent_99,1323.0,991.0,storage_agent_98,149.0,455.0,23369.0
