,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 00:59:02.971172,,,,,,
1,Simulation configuration ID,970212e8-e3f8-45db-8619-82558591eeb7,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,66.0,aggregator_agent,1318.0,41.0,control_center_agent
0,,,1.0,70.0,storage_agent_78,1296.0,41.0,aggregator_agent
1,,,9.0,385691.0,control_center_agent,1319.0,41.0,aggregator_agent
0,,,5.0,76110.0,storage_agent_78,1296.0,41.0,storage_agent_77
1,,,7.0,321563.0,storage_agent_78,1296.0,41.0,storage_agent_77
0,,,2.0,264483.0,storage_agent_77,1295.0,41.0,storage_agent_78
1,,,3.0,264483.0,storage_agent_79,1297.0,41.0,storage_agent_78
2,,,4.0,76110.0,storage_agent_77,1295.0,41.0,storage_agent_78
3,,,6.0,321563.0,storage_agent_77,1295.0,41.0,storage_agent_78
4,,,8.0,157038.0,aggregator_agent,1318.0,41.0,storage_agent_78
