,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-21 11:05:11.135065,,,,,,
1,Simulation configuration ID,5641b1d5-6975-4c9d-bf65-c9a4127a473c,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,71.0,aggregator_agent,1318.0,940.0,market_agent
0,,,1.0,210.0,storage_agent_30,1248.0,636.0,aggregator_agent
1,,,2.0,210.0,storage_agent_89,1307.0,281.0,aggregator_agent
2,,,3.0,210.0,household_agent_85,1103.0,400.0,aggregator_agent
3,,,4.0,210.0,generation_agent_70,1188.0,883.0,aggregator_agent
4,,,5.0,210.0,storage_agent_34,1252.0,930.0,aggregator_agent
5,,,6.0,210.0,generation_agent_18,1136.0,641.0,aggregator_agent
6,,,7.0,210.0,household_agent_73,1091.0,613.0,aggregator_agent
7,,,8.0,210.0,storage_agent_14,1232.0,912.0,aggregator_agent
8,,,9.0,210.0,storage_agent_20,1238.0,440.0,aggregator_agent
9,,,10.0,210.0,household_agent_29,1047.0,607.0,aggregator_agent
10,,,11.0,210.0,generation_agent_56,1174.0,953.0,aggregator_agent
11,,,12.0,210.0,household_agent_59,1077.0,857.0,aggregator_agent
12,,,13.0,210.0,storage_agent_77,1295.0,897.0,aggregator_agent
13,,,14.0,210.0,generation_agent_44,1162.0,695.0,aggregator_agent
14,,,15.0,210.0,generation_agent_78,1196.0,640.0,aggregator_agent
15,,,16.0,247.0,storage_agent_30,1248.0,615.0,aggregator_agent
16,,,17.0,247.0,storage_agent_89,1307.0,258.0,aggregator_agent
17,,,18.0,247.0,household_agent_85,1103.0,869.0,aggregator_agent
18,,,19.0,247.0,generation_agent_70,1188.0,780.0,aggregator_agent
19,,,20.0,247.0,storage_agent_34,1252.0,677.0,aggregator_agent
