,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-02 06:25:55.158983,,,,,,,,,
1,Simulation configuration ID,f078074b-dbf0-43c5-86e3-31fce27e0d73,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 65 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,74.0,household_agent_1,656.0,household_agent_2,0.0,49.0,536.0,123.0
1,,,0.0,74.0,household_agent_1,656.0,household_agent_2,0.0,83.0,120.0,157.0
2,,,0.0,74.0,household_agent_1,656.0,household_agent_2,0.0,50.0,536.0,142.0
3,,,0.0,74.0,household_agent_1,656.0,household_agent_2,0.0,85.0,129.0,177.0
4,,,1.0,74.0,household_agent_3,541.0,household_agent_2,0.0,61.0,536.0,135.0
5,,,1.0,74.0,household_agent_3,541.0,household_agent_2,0.0,89.0,5.0,163.0
6,,,1.0,74.0,household_agent_3,541.0,household_agent_2,0.0,49.0,536.0,110.0
7,,,1.0,74.0,household_agent_3,541.0,household_agent_2,0.0,83.0,74.0,144.0
