,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 17:58:01.885326,,,,,,,,,
1,Simulation configuration ID,b1d766f8-4790-4c0e-831a-1e31dc2d2a4e,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 67 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_18,0.0,56.0,household_agent_51,75.0,0.0,0.0,75.0,56.0
1,,,household_agent_18,8.0,1244.0,household_agent_51,72.0,0.0,0.0,72.0,1244.0
2,,,household_agent_25,1.0,57.0,household_agent_26,50.0,0.0,0.0,50.0,57.0
3,,,household_agent_25,9.0,1184.0,household_agent_26,179.0,0.0,0.0,179.0,1184.0
4,,,household_agent_51,2.0,74.0,household_agent_18,112.0,0.0,0.0,112.0,74.0
5,,,household_agent_51,10.0,1223.0,household_agent_18,148.0,0.0,0.0,148.0,1223.0
6,,,household_agent_32,3.0,62.0,household_agent_53,144.0,0.0,0.0,144.0,62.0
7,,,household_agent_32,11.0,1210.0,household_agent_53,88.0,0.0,0.0,88.0,1210.0
8,,,household_agent_49,4.0,138.0,household_agent_48,69.0,0.0,0.0,69.0,138.0
9,,,household_agent_49,12.0,1246.0,household_agent_48,158.0,0.0,0.0,158.0,1246.0
10,,,household_agent_48,5.0,103.0,household_agent_49,98.0,0.0,0.0,98.0,103.0
11,,,household_agent_48,13.0,1171.0,household_agent_49,156.0,0.0,0.0,156.0,1171.0
12,,,household_agent_53,6.0,94.0,household_agent_32,61.0,0.0,0.0,61.0,94.0
13,,,household_agent_53,14.0,1243.0,household_agent_32,155.0,0.0,1.0,155.0,1244.0
14,,,household_agent_26,7.0,131.0,household_agent_25,134.0,0.0,0.0,134.0,131.0
15,,,household_agent_26,15.0,1204.0,household_agent_25,74.0,0.0,0.0,74.0,1204.0
16,,,household_agent_18,102100.0,687.0,household_agent_51,112.0,74.0,0.0,112.0,687.0
17,,,household_agent_18,102101.0,2074.0,household_agent_51,148.0,1223.0,0.0,148.0,2074.0
18,,,household_agent_25,102800.0,1108.0,household_agent_26,134.0,131.0,0.0,134.0,1108.0
19,,,household_agent_25,102801.0,1331.0,household_agent_26,74.0,1204.0,0.0,74.0,1331.0
20,,,household_agent_26,102900.0,712.0,household_agent_25,50.0,57.0,0.0,50.0,712.0
21,,,household_agent_26,102901.0,1597.0,household_agent_25,179.0,1184.0,0.0,179.0,1597.0
22,,,household_agent_32,103500.0,1043.0,household_agent_53,61.0,94.0,0.0,61.0,1043.0
23,,,household_agent_32,103501.0,2072.0,household_agent_53,155.0,1244.0,1.0,155.0,2073.0
24,,,household_agent_48,105100.0,250.0,household_agent_49,69.0,138.0,0.0,69.0,250.0
25,,,household_agent_48,105101.0,1572.0,household_agent_49,158.0,1246.0,0.0,158.0,1572.0
26,,,household_agent_49,105200.0,771.0,household_agent_48,98.0,103.0,0.0,98.0,771.0
27,,,household_agent_49,105201.0,1878.0,household_agent_48,156.0,1171.0,0.0,156.0,1878.0
28,,,household_agent_51,105400.0,305.0,household_agent_18,75.0,56.0,0.0,75.0,305.0
29,,,household_agent_51,105401.0,2045.0,household_agent_18,72.0,1244.0,0.0,72.0,2045.0
30,,,household_agent_53,105600.0,400.0,household_agent_32,144.0,62.0,0.0,144.0,400.0
31,,,household_agent_53,105601.0,1601.0,household_agent_32,88.0,1210.0,0.0,88.0,1601.0
