,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 16:18:51.941412,,,,,,
1,Simulation configuration ID,eccdefcb-ada0-4845-8c0a-4ef52186c55c,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,
0,,,0.0,40.0,generation_agent_64,1182.0,991.0,control_center_agent
0,,,1.0,1317.0,generation_agent_63,1181.0,991.0,generation_agent_64
1,,,2.0,1317.0,generation_agent_65,1183.0,991.0,generation_agent_64
2,,,3.0,25355.0,control_center_agent,1319.0,991.0,generation_agent_64
