,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-01 00:12:35.345631,,,,,,,,,
1,Simulation configuration ID,6e055111-06a5-4593-a896-08398d24d947,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 330 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_67,0.0,170.0,household_agent_68,41.0,0.0,1046.0,41.0,1216.0
1,,,household_agent_67,6.0,1236.0,household_agent_68,43.0,0.0,54.0,43.0,1290.0
2,,,household_agent_68,1.0,117.0,household_agent_67,24.0,0.0,1167.0,24.0,1284.0
3,,,household_agent_68,7.0,1220.0,household_agent_67,41.0,0.0,258.0,41.0,1478.0
4,,,household_agent_8,2.0,172.0,household_agent_9,15.0,0.0,53.0,15.0,225.0
5,,,household_agent_8,8.0,1234.0,household_agent_9,34.0,0.0,53.0,34.0,1287.0
6,,,household_agent_32,3.0,100.0,household_agent_31,46.0,0.0,1724.0,46.0,1824.0
7,,,household_agent_32,9.0,1269.0,household_agent_31,19.0,0.0,1102.0,19.0,2371.0
8,,,household_agent_31,4.0,182.0,household_agent_32,34.0,0.0,1934.0,34.0,2116.0
9,,,household_agent_31,10.0,1195.0,household_agent_32,27.0,0.0,1308.0,27.0,2503.0
10,,,household_agent_9,5.0,162.0,household_agent_8,8.0,0.0,54.0,8.0,216.0
11,,,household_agent_9,11.0,1281.0,household_agent_8,15.0,0.0,53.0,15.0,1334.0
12,,,household_agent_8,103200.0,1017.0,household_agent_9,8.0,216.0,53.0,8.0,1070.0
13,,,household_agent_8,103201.0,2328.0,household_agent_9,15.0,1334.0,53.0,15.0,2381.0
14,,,household_agent_9,103300.0,1070.0,household_agent_8,15.0,225.0,53.0,15.0,1123.0
15,,,household_agent_9,103301.0,2278.0,household_agent_8,34.0,1287.0,53.0,34.0,2331.0
16,,,household_agent_31,105500.0,2103.0,household_agent_32,46.0,1824.0,834.0,46.0,2937.0
17,,,household_agent_31,105501.0,2938.0,household_agent_32,19.0,2371.0,6215.0,19.0,9153.0
18,,,household_agent_32,105600.0,2854.0,household_agent_31,34.0,2116.0,24307.0,34.0,27161.0
19,,,household_agent_32,105601.0,2616.0,household_agent_31,27.0,2503.0,3507.0,27.0,6123.0
20,,,household_agent_67,109100.0,2269.0,household_agent_68,24.0,1284.0,53.0,24.0,2322.0
21,,,household_agent_67,109101.0,2052.0,household_agent_68,41.0,1478.0,53.0,41.0,2105.0
22,,,household_agent_68,109200.0,1422.0,household_agent_67,41.0,1216.0,222.0,41.0,1644.0
23,,,household_agent_68,109201.0,1589.0,household_agent_67,43.0,1290.0,1583.0,43.0,3172.0
