,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-02 17:20:30.309095,,,,,,
1,Simulation configuration ID,9c7c59c9-7929-4b3f-9819-2be0188e81d6,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,74.0,aggregator_agent,1318.0,29.0,market_agent
0,,,1.0,174.0,generation_agent_29,1147.0,37.0,aggregator_agent
1,,,2.0,174.0,generation_agent_71,1189.0,49.0,aggregator_agent
2,,,3.0,174.0,household_agent_66,1084.0,35.0,aggregator_agent
3,,,4.0,174.0,generation_agent_44,1162.0,12.0,aggregator_agent
4,,,5.0,174.0,storage_agent_35,1253.0,33.0,aggregator_agent
5,,,6.0,174.0,generation_agent_3,1121.0,26.0,aggregator_agent
6,,,7.0,174.0,storage_agent_36,1254.0,27.0,aggregator_agent
7,,,8.0,174.0,storage_agent_13,1231.0,10.0,aggregator_agent
8,,,9.0,174.0,household_agent_38,1056.0,20.0,aggregator_agent
9,,,10.0,174.0,storage_agent_16,1234.0,38.0,aggregator_agent
10,,,11.0,174.0,household_agent_26,1044.0,12.0,aggregator_agent
11,,,12.0,174.0,generation_agent_93,1211.0,40.0,aggregator_agent
12,,,13.0,174.0,generation_agent_57,1175.0,15.0,aggregator_agent
13,,,14.0,174.0,generation_agent_32,1150.0,15.0,aggregator_agent
14,,,15.0,174.0,generation_agent_45,1163.0,41.0,aggregator_agent
15,,,16.0,265.0,generation_agent_29,1147.0,33.0,aggregator_agent
16,,,17.0,265.0,generation_agent_71,1189.0,33.0,aggregator_agent
17,,,18.0,265.0,household_agent_66,1084.0,19.0,aggregator_agent
18,,,19.0,265.0,generation_agent_44,1162.0,27.0,aggregator_agent
19,,,20.0,265.0,storage_agent_35,1253.0,9.0,aggregator_agent
20,,,21.0,265.0,generation_agent_3,1121.0,40.0,aggregator_agent
21,,,22.0,265.0,storage_agent_36,1254.0,29.0,aggregator_agent
22,,,23.0,265.0,storage_agent_13,1231.0,33.0,aggregator_agent
23,,,24.0,265.0,household_agent_38,1056.0,40.0,aggregator_agent
24,,,25.0,265.0,storage_agent_16,1234.0,21.0,aggregator_agent
25,,,26.0,265.0,household_agent_26,1044.0,50.0,aggregator_agent
26,,,27.0,265.0,generation_agent_93,1211.0,20.0,aggregator_agent
27,,,28.0,265.0,generation_agent_57,1175.0,40.0,aggregator_agent
28,,,29.0,265.0,generation_agent_32,1150.0,33.0,aggregator_agent
29,,,30.0,265.0,generation_agent_45,1163.0,20.0,aggregator_agent
30,,,31.0,336.0,generation_agent_29,1147.0,40.0,aggregator_agent
31,,,32.0,336.0,generation_agent_71,1189.0,42.0,aggregator_agent
32,,,33.0,336.0,household_agent_66,1084.0,23.0,aggregator_agent
33,,,34.0,336.0,generation_agent_44,1162.0,20.0,aggregator_agent
34,,,35.0,336.0,storage_agent_35,1253.0,48.0,aggregator_agent
35,,,36.0,336.0,generation_agent_3,1121.0,30.0,aggregator_agent
36,,,37.0,336.0,storage_agent_36,1254.0,46.0,aggregator_agent
37,,,38.0,336.0,storage_agent_13,1231.0,48.0,aggregator_agent
38,,,39.0,336.0,household_agent_38,1056.0,23.0,aggregator_agent
39,,,40.0,336.0,storage_agent_16,1234.0,35.0,aggregator_agent
40,,,41.0,336.0,household_agent_26,1044.0,28.0,aggregator_agent
41,,,42.0,336.0,generation_agent_93,1211.0,34.0,aggregator_agent
42,,,43.0,336.0,generation_agent_57,1175.0,30.0,aggregator_agent
43,,,44.0,336.0,generation_agent_32,1150.0,9.0,aggregator_agent
44,,,45.0,336.0,generation_agent_45,1163.0,30.0,aggregator_agent
45,,,46.0,352.0,generation_agent_29,1147.0,10.0,aggregator_agent
46,,,47.0,352.0,generation_agent_71,1189.0,13.0,aggregator_agent
47,,,48.0,352.0,household_agent_66,1084.0,14.0,aggregator_agent
48,,,49.0,352.0,generation_agent_44,1162.0,35.0,aggregator_agent
49,,,50.0,352.0,storage_agent_35,1253.0,20.0,aggregator_agent
50,,,51.0,352.0,generation_agent_3,1121.0,41.0,aggregator_agent
51,,,52.0,352.0,storage_agent_36,1254.0,24.0,aggregator_agent
52,,,53.0,352.0,storage_agent_13,1231.0,21.0,aggregator_agent
53,,,54.0,352.0,household_agent_38,1056.0,42.0,aggregator_agent
54,,,55.0,352.0,storage_agent_16,1234.0,31.0,aggregator_agent
55,,,56.0,352.0,household_agent_26,1044.0,14.0,aggregator_agent
56,,,57.0,352.0,generation_agent_93,1211.0,43.0,aggregator_agent
57,,,58.0,352.0,generation_agent_57,1175.0,17.0,aggregator_agent
58,,,59.0,352.0,generation_agent_32,1150.0,9.0,aggregator_agent
59,,,60.0,352.0,generation_agent_45,1163.0,28.0,aggregator_agent
60,,,61.0,400.0,generation_agent_29,1147.0,18.0,aggregator_agent
61,,,62.0,400.0,generation_agent_71,1189.0,47.0,aggregator_agent
62,,,63.0,400.0,household_agent_66,1084.0,12.0,aggregator_agent
63,,,64.0,400.0,generation_agent_44,1162.0,50.0,aggregator_agent
64,,,65.0,400.0,storage_agent_35,1253.0,39.0,aggregator_agent
65,,,66.0,400.0,generation_agent_3,1121.0,19.0,aggregator_agent
66,,,67.0,400.0,storage_agent_36,1254.0,42.0,aggregator_agent
67,,,68.0,400.0,storage_agent_13,1231.0,44.0,aggregator_agent
68,,,69.0,400.0,household_agent_38,1056.0,29.0,aggregator_agent
69,,,70.0,400.0,storage_agent_16,1234.0,31.0,aggregator_agent
70,,,71.0,400.0,household_agent_26,1044.0,26.0,aggregator_agent
71,,,72.0,400.0,generation_agent_93,1211.0,48.0,aggregator_agent
72,,,73.0,400.0,generation_agent_57,1175.0,9.0,aggregator_agent
73,,,74.0,400.0,generation_agent_32,1150.0,16.0,aggregator_agent
74,,,75.0,400.0,generation_agent_45,1163.0,26.0,aggregator_agent
75,,,76.0,483.0,generation_agent_29,1147.0,14.0,aggregator_agent
76,,,77.0,483.0,generation_agent_71,1189.0,36.0,aggregator_agent
77,,,78.0,483.0,household_agent_66,1084.0,14.0,aggregator_agent
78,,,79.0,483.0,generation_agent_44,1162.0,18.0,aggregator_agent
79,,,80.0,483.0,storage_agent_35,1253.0,32.0,aggregator_agent
80,,,81.0,483.0,generation_agent_3,1121.0,22.0,aggregator_agent
81,,,82.0,483.0,storage_agent_36,1254.0,33.0,aggregator_agent
