,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 16:14:32.957468,,,,,,,,,
1,Simulation configuration ID,6459d03c-f60e-4203-b505-5bfb88341b50,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 65 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_52,0.0,56.0,household_agent_51,28.0,0.0,41.0,28.0,97.0
1,,,household_agent_52,8.0,1152.0,household_agent_51,46.0,0.0,41.0,46.0,1193.0
2,,,household_agent_18,1.0,79.0,household_agent_17,34.0,0.0,47.0,34.0,126.0
3,,,household_agent_18,9.0,1202.0,household_agent_17,31.0,0.0,47.0,31.0,1249.0
4,,,household_agent_10,2.0,103.0,household_agent_11,12.0,0.0,39.0,12.0,142.0
5,,,household_agent_10,10.0,1220.0,household_agent_11,35.0,0.0,41.0,35.0,1261.0
6,,,household_agent_14,3.0,76.0,household_agent_15,26.0,0.0,44.0,26.0,120.0
7,,,household_agent_14,11.0,1171.0,household_agent_15,49.0,0.0,41.0,49.0,1212.0
8,,,household_agent_17,4.0,95.0,household_agent_18,8.0,0.0,39.0,8.0,134.0
9,,,household_agent_17,12.0,1182.0,household_agent_18,49.0,0.0,47.0,49.0,1229.0
10,,,household_agent_11,5.0,115.0,household_agent_10,34.0,0.0,47.0,34.0,162.0
11,,,household_agent_11,13.0,1179.0,household_agent_10,47.0,0.0,41.0,47.0,1220.0
12,,,household_agent_15,6.0,53.0,household_agent_14,44.0,0.0,47.0,44.0,100.0
13,,,household_agent_15,14.0,1226.0,household_agent_14,47.0,0.0,47.0,47.0,1273.0
14,,,household_agent_51,7.0,116.0,household_agent_52,30.0,0.0,41.0,30.0,157.0
15,,,household_agent_51,15.0,1184.0,household_agent_52,26.0,0.0,41.0,26.0,1225.0
16,,,household_agent_10,101300.0,711.0,household_agent_11,34.0,162.0,41.0,34.0,752.0
17,,,household_agent_10,101301.0,1883.0,household_agent_11,47.0,1220.0,41.0,47.0,1924.0
18,,,household_agent_11,101400.0,847.0,household_agent_10,12.0,142.0,41.0,12.0,888.0
19,,,household_agent_11,101401.0,1534.0,household_agent_10,35.0,1261.0,41.0,35.0,1575.0
20,,,household_agent_14,101700.0,966.0,household_agent_15,44.0,100.0,41.0,44.0,1007.0
21,,,household_agent_14,101701.0,1734.0,household_agent_15,47.0,1273.0,41.0,47.0,1775.0
22,,,household_agent_15,101800.0,1107.0,household_agent_14,26.0,120.0,41.0,26.0,1148.0
23,,,household_agent_15,101801.0,1675.0,household_agent_14,49.0,1212.0,47.0,49.0,1722.0
24,,,household_agent_17,102000.0,546.0,household_agent_18,34.0,126.0,47.0,34.0,593.0
25,,,household_agent_17,102001.0,1998.0,household_agent_18,31.0,1249.0,47.0,31.0,2045.0
26,,,household_agent_18,102100.0,911.0,household_agent_17,8.0,134.0,41.0,8.0,952.0
27,,,household_agent_18,102101.0,2041.0,household_agent_17,49.0,1229.0,47.0,49.0,2088.0
28,,,household_agent_51,105400.0,465.0,household_agent_52,28.0,97.0,41.0,28.0,506.0
29,,,household_agent_51,105401.0,1676.0,household_agent_52,46.0,1193.0,47.0,46.0,1723.0
30,,,household_agent_52,105500.0,828.0,household_agent_51,30.0,157.0,41.0,30.0,869.0
31,,,household_agent_52,105501.0,1614.0,household_agent_51,26.0,1225.0,41.0,26.0,1655.0
