,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-15 08:42:59.306581,,,,,,
1,Simulation configuration ID,a086bd80-1bc6-4186-9d59-9065c54fe126,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,92.0,aggregator_agent,1318.0,158.0,market_agent
0,,,1.0,253.0,generation_agent_47,1165.0,85.0,aggregator_agent
1,,,2.0,253.0,generation_agent_35,1153.0,70.0,aggregator_agent
2,,,3.0,253.0,storage_agent_89,1307.0,159.0,aggregator_agent
3,,,4.0,253.0,household_agent_92,1110.0,173.0,aggregator_agent
4,,,5.0,253.0,generation_agent_65,1183.0,126.0,aggregator_agent
5,,,6.0,253.0,household_agent_62,1080.0,191.0,aggregator_agent
6,,,7.0,253.0,storage_agent_14,1232.0,128.0,aggregator_agent
7,,,8.0,253.0,generation_agent_90,1208.0,113.0,aggregator_agent
8,,,9.0,253.0,storage_agent_90,1308.0,83.0,aggregator_agent
9,,,10.0,253.0,generation_agent_91,1209.0,72.0,aggregator_agent
10,,,11.0,253.0,generation_agent_49,1167.0,161.0,aggregator_agent
11,,,12.0,253.0,generation_agent_88,1206.0,155.0,aggregator_agent
12,,,13.0,253.0,household_agent_40,1058.0,85.0,aggregator_agent
13,,,14.0,253.0,generation_agent_93,1211.0,96.0,aggregator_agent
14,,,15.0,253.0,storage_agent_54,1272.0,139.0,aggregator_agent
15,,,16.0,281.0,generation_agent_47,1165.0,94.0,aggregator_agent
16,,,17.0,281.0,generation_agent_35,1153.0,144.0,aggregator_agent
17,,,18.0,281.0,storage_agent_89,1307.0,149.0,aggregator_agent
18,,,19.0,281.0,household_agent_92,1110.0,89.0,aggregator_agent
19,,,20.0,281.0,generation_agent_65,1183.0,114.0,aggregator_agent
20,,,21.0,281.0,household_agent_62,1080.0,132.0,aggregator_agent
21,,,22.0,281.0,storage_agent_14,1232.0,118.0,aggregator_agent
22,,,23.0,281.0,generation_agent_90,1208.0,87.0,aggregator_agent
23,,,24.0,281.0,storage_agent_90,1308.0,141.0,aggregator_agent
24,,,25.0,281.0,generation_agent_91,1209.0,119.0,aggregator_agent
25,,,26.0,281.0,generation_agent_49,1167.0,131.0,aggregator_agent
26,,,27.0,281.0,generation_agent_88,1206.0,120.0,aggregator_agent
27,,,28.0,281.0,household_agent_40,1058.0,152.0,aggregator_agent
28,,,29.0,281.0,generation_agent_93,1211.0,109.0,aggregator_agent
29,,,30.0,281.0,storage_agent_54,1272.0,73.0,aggregator_agent
30,,,31.0,338.0,generation_agent_47,1165.0,90.0,aggregator_agent
31,,,32.0,338.0,generation_agent_35,1153.0,163.0,aggregator_agent
32,,,33.0,338.0,storage_agent_89,1307.0,159.0,aggregator_agent
33,,,34.0,338.0,household_agent_92,1110.0,120.0,aggregator_agent
34,,,35.0,338.0,generation_agent_65,1183.0,51.0,aggregator_agent
35,,,36.0,338.0,household_agent_62,1080.0,60.0,aggregator_agent
36,,,37.0,338.0,storage_agent_14,1232.0,81.0,aggregator_agent
37,,,38.0,338.0,generation_agent_90,1208.0,115.0,aggregator_agent
38,,,39.0,338.0,storage_agent_90,1308.0,144.0,aggregator_agent
39,,,40.0,338.0,generation_agent_91,1209.0,56.0,aggregator_agent
40,,,41.0,338.0,generation_agent_49,1167.0,116.0,aggregator_agent
41,,,42.0,338.0,generation_agent_88,1206.0,173.0,aggregator_agent
42,,,43.0,338.0,household_agent_40,1058.0,130.0,aggregator_agent
43,,,44.0,338.0,generation_agent_93,1211.0,157.0,aggregator_agent
44,,,45.0,338.0,storage_agent_54,1272.0,140.0,aggregator_agent
45,,,46.0,352.0,generation_agent_47,1165.0,193.0,aggregator_agent
46,,,47.0,352.0,generation_agent_35,1153.0,114.0,aggregator_agent
47,,,48.0,352.0,storage_agent_89,1307.0,119.0,aggregator_agent
48,,,49.0,352.0,household_agent_92,1110.0,138.0,aggregator_agent
49,,,50.0,352.0,generation_agent_65,1183.0,166.0,aggregator_agent
50,,,51.0,352.0,household_agent_62,1080.0,127.0,aggregator_agent
51,,,52.0,352.0,storage_agent_14,1232.0,78.0,aggregator_agent
52,,,53.0,352.0,generation_agent_90,1208.0,160.0,aggregator_agent
53,,,54.0,352.0,storage_agent_90,1308.0,189.0,aggregator_agent
54,,,55.0,352.0,generation_agent_91,1209.0,129.0,aggregator_agent
55,,,56.0,352.0,generation_agent_49,1167.0,58.0,aggregator_agent
56,,,57.0,352.0,generation_agent_88,1206.0,56.0,aggregator_agent
57,,,58.0,352.0,household_agent_40,1058.0,75.0,aggregator_agent
58,,,59.0,352.0,generation_agent_93,1211.0,88.0,aggregator_agent
59,,,60.0,352.0,storage_agent_54,1272.0,70.0,aggregator_agent
60,,,61.0,441.0,generation_agent_47,1165.0,133.0,aggregator_agent
61,,,62.0,441.0,generation_agent_35,1153.0,184.0,aggregator_agent
62,,,63.0,441.0,storage_agent_89,1307.0,152.0,aggregator_agent
63,,,64.0,441.0,household_agent_92,1110.0,78.0,aggregator_agent
64,,,65.0,441.0,generation_agent_65,1183.0,175.0,aggregator_agent
65,,,66.0,441.0,household_agent_62,1080.0,163.0,aggregator_agent
66,,,67.0,441.0,storage_agent_14,1232.0,193.0,aggregator_agent
67,,,68.0,441.0,generation_agent_90,1208.0,56.0,aggregator_agent
68,,,69.0,441.0,storage_agent_90,1308.0,91.0,aggregator_agent
69,,,70.0,441.0,generation_agent_91,1209.0,95.0,aggregator_agent
70,,,71.0,441.0,generation_agent_49,1167.0,68.0,aggregator_agent
71,,,72.0,441.0,generation_agent_88,1206.0,170.0,aggregator_agent
72,,,73.0,441.0,household_agent_40,1058.0,72.0,aggregator_agent
73,,,74.0,441.0,generation_agent_93,1211.0,191.0,aggregator_agent
74,,,75.0,441.0,storage_agent_54,1272.0,96.0,aggregator_agent
75,,,76.0,528.0,generation_agent_47,1165.0,65.0,aggregator_agent
