,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 05:00:08.494036,,,,,,
1,Simulation configuration ID,70129f78-3456-41ba-b4b5-6c2f816fb505,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,
0,,,0.0,18.0,storage_agent_20,1238.0,191.0,control_center_agent
0,,,1.0,935.0,storage_agent_16,1234.0,191.0,storage_agent_20
1,,,2.0,935.0,storage_agent_19,1237.0,191.0,storage_agent_20
2,,,3.0,935.0,storage_agent_21,1239.0,191.0,storage_agent_20
3,,,4.0,1294.0,control_center_agent,1319.0,191.0,storage_agent_20
