,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 13:27:39.987865,,,,,,
1,Simulation configuration ID,f5df0e34-d7e5-46c3-aa6e-c9b9ca68637c,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,22.0,aggregator_agent,1318.0,991.0,control_center_agent
0,,,1.0,206.0,generation_agent_54,1172.0,991.0,aggregator_agent
1,,,5.0,2338.0,control_center_agent,1319.0,991.0,aggregator_agent
0,,,2.0,965.0,generation_agent_53,1171.0,991.0,generation_agent_54
1,,,3.0,965.0,generation_agent_55,1173.0,991.0,generation_agent_54
2,,,4.0,1572.0,aggregator_agent,1318.0,991.0,generation_agent_54
