,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-30 04:12:19.038370,,,,,,,,,
1,Simulation configuration ID,9d60defc-3d5a-4641-ac69-e7304fd40352,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,80.0,aggregator_agent,1324.0,191.0,control_center_agent,34.0,191.0,114.0
1,,,1.0,184.0,generation_agent_23,1147.0,191.0,aggregator_agent,66.0,191.0,250.0
2,,,6.0,502.0,control_center_agent,1325.0,191.0,aggregator_agent,42.0,191.0,544.0
3,,,2.0,222.0,generation_agent_22,1146.0,191.0,generation_agent_23,64.0,191.0,286.0
4,,,3.0,222.0,generation_agent_24,1148.0,191.0,generation_agent_23,78.0,191.0,300.0
5,,,4.0,222.0,grid_infrastructure_agent_13,1013.0,191.0,generation_agent_23,134.0,191.0,356.0
6,,,5.0,493.0,aggregator_agent,1324.0,191.0,generation_agent_23,99.0,191.0,592.0
