,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 00:25:01.973536,,,,,,
1,Simulation configuration ID,0ebc31b1-7991-4955-8666-0c25c3f72453,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,46.0,aggregator_agent,1318.0,41.0,control_center_agent
0,,,1.0,173.0,generation_agent_73,1191.0,41.0,aggregator_agent
1,,,5.0,505888.0,control_center_agent,1319.0,41.0,aggregator_agent
0,,,2.0,156380.0,generation_agent_72,1190.0,41.0,generation_agent_73
1,,,3.0,156380.0,generation_agent_74,1192.0,41.0,generation_agent_73
2,,,4.0,373355.0,aggregator_agent,1318.0,41.0,generation_agent_73
