,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-17 00:50:42.424564,,,,,,
1,Simulation configuration ID,b308870d-d80d-44ca-8269-c259437f9246,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Complete Overlay Topology with 330 agents,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,29.0,aggregator_agent,1324.0,193.0,market_agent
0,,,1.0,131.0,storage_agent_53,1277.0,195.0,aggregator_agent
1,,,2.0,131.0,storage_agent_93,1317.0,58.0,aggregator_agent
2,,,3.0,131.0,storage_agent_26,1250.0,150.0,aggregator_agent
3,,,4.0,131.0,generation_agent_78,1202.0,177.0,aggregator_agent
4,,,5.0,131.0,household_agent_76,1100.0,179.0,aggregator_agent
5,,,6.0,131.0,storage_agent_75,1299.0,191.0,aggregator_agent
6,,,7.0,131.0,household_agent_78,1102.0,120.0,aggregator_agent
7,,,8.0,131.0,household_agent_29,1053.0,93.0,aggregator_agent
8,,,9.0,131.0,storage_agent_83,1307.0,187.0,aggregator_agent
9,,,10.0,131.0,storage_agent_43,1267.0,131.0,aggregator_agent
10,,,11.0,131.0,generation_agent_55,1179.0,194.0,aggregator_agent
11,,,12.0,131.0,generation_agent_5,1129.0,115.0,aggregator_agent
12,,,13.0,131.0,household_agent_45,1069.0,72.0,aggregator_agent
13,,,14.0,131.0,generation_agent_44,1168.0,144.0,aggregator_agent
14,,,15.0,131.0,household_agent_35,1059.0,94.0,aggregator_agent
15,,,16.0,152.0,storage_agent_53,1277.0,128.0,aggregator_agent
16,,,17.0,152.0,storage_agent_93,1317.0,157.0,aggregator_agent
17,,,18.0,152.0,storage_agent_26,1250.0,91.0,aggregator_agent
18,,,19.0,152.0,generation_agent_78,1202.0,165.0,aggregator_agent
19,,,20.0,152.0,household_agent_76,1100.0,128.0,aggregator_agent
20,,,21.0,152.0,storage_agent_75,1299.0,164.0,aggregator_agent
21,,,22.0,152.0,household_agent_78,1102.0,145.0,aggregator_agent
22,,,23.0,152.0,household_agent_29,1053.0,146.0,aggregator_agent
23,,,24.0,152.0,storage_agent_83,1307.0,84.0,aggregator_agent
24,,,25.0,152.0,storage_agent_43,1267.0,94.0,aggregator_agent
25,,,26.0,152.0,generation_agent_55,1179.0,113.0,aggregator_agent
26,,,27.0,152.0,generation_agent_5,1129.0,155.0,aggregator_agent
27,,,28.0,152.0,household_agent_45,1069.0,97.0,aggregator_agent
28,,,29.0,152.0,generation_agent_44,1168.0,180.0,aggregator_agent
29,,,30.0,152.0,household_agent_35,1059.0,175.0,aggregator_agent
30,,,31.0,211.0,storage_agent_53,1277.0,154.0,aggregator_agent
31,,,32.0,211.0,storage_agent_93,1317.0,152.0,aggregator_agent
32,,,33.0,211.0,storage_agent_26,1250.0,100.0,aggregator_agent
33,,,34.0,211.0,generation_agent_78,1202.0,180.0,aggregator_agent
34,,,35.0,211.0,household_agent_76,1100.0,107.0,aggregator_agent
35,,,36.0,211.0,storage_agent_75,1299.0,179.0,aggregator_agent
36,,,37.0,211.0,household_agent_78,1102.0,134.0,aggregator_agent
37,,,38.0,211.0,household_agent_29,1053.0,177.0,aggregator_agent
38,,,39.0,211.0,storage_agent_83,1307.0,93.0,aggregator_agent
39,,,40.0,211.0,storage_agent_43,1267.0,92.0,aggregator_agent
40,,,41.0,211.0,generation_agent_55,1179.0,150.0,aggregator_agent
41,,,42.0,211.0,generation_agent_5,1129.0,98.0,aggregator_agent
42,,,43.0,211.0,household_agent_45,1069.0,109.0,aggregator_agent
43,,,44.0,211.0,generation_agent_44,1168.0,58.0,aggregator_agent
44,,,45.0,211.0,household_agent_35,1059.0,116.0,aggregator_agent
45,,,46.0,243.0,storage_agent_53,1277.0,114.0,aggregator_agent
46,,,47.0,243.0,storage_agent_93,1317.0,137.0,aggregator_agent
47,,,48.0,243.0,storage_agent_26,1250.0,101.0,aggregator_agent
48,,,49.0,243.0,generation_agent_78,1202.0,197.0,aggregator_agent
49,,,50.0,243.0,household_agent_76,1100.0,132.0,aggregator_agent
