,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-11 16:20:14.412049,,,,,,
1,Simulation configuration ID,78889441-9957-4f2a-8750-c7481803c792,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Complete Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,5.0,aggregator_agent,1318.0,52.0,market_agent
0,,,1.0,115.0,household_agent_67,1085.0,72.0,aggregator_agent
1,,,2.0,115.0,household_agent_86,1104.0,151.0,aggregator_agent
2,,,3.0,115.0,generation_agent_52,1170.0,174.0,aggregator_agent
3,,,4.0,115.0,household_agent_0,1018.0,84.0,aggregator_agent
4,,,5.0,115.0,storage_agent_28,1246.0,89.0,aggregator_agent
5,,,6.0,115.0,generation_agent_53,1171.0,195.0,aggregator_agent
6,,,7.0,115.0,storage_agent_79,1297.0,148.0,aggregator_agent
7,,,8.0,115.0,household_agent_80,1098.0,77.0,aggregator_agent
8,,,9.0,115.0,household_agent_10,1028.0,187.0,aggregator_agent
9,,,10.0,115.0,household_agent_90,1108.0,126.0,aggregator_agent
10,,,11.0,115.0,household_agent_51,1069.0,53.0,aggregator_agent
11,,,12.0,115.0,generation_agent_30,1148.0,148.0,aggregator_agent
12,,,13.0,115.0,storage_agent_16,1234.0,133.0,aggregator_agent
13,,,14.0,115.0,storage_agent_85,1303.0,172.0,aggregator_agent
14,,,15.0,115.0,storage_agent_10,1228.0,74.0,aggregator_agent
15,,,16.0,130.0,household_agent_67,1085.0,197.0,aggregator_agent
16,,,17.0,130.0,household_agent_86,1104.0,177.0,aggregator_agent
17,,,18.0,130.0,generation_agent_52,1170.0,89.0,aggregator_agent
18,,,19.0,130.0,household_agent_0,1018.0,118.0,aggregator_agent
19,,,20.0,130.0,storage_agent_28,1246.0,184.0,aggregator_agent
20,,,21.0,130.0,generation_agent_53,1171.0,143.0,aggregator_agent
21,,,22.0,130.0,storage_agent_79,1297.0,193.0,aggregator_agent
22,,,23.0,130.0,household_agent_80,1098.0,151.0,aggregator_agent
23,,,24.0,130.0,household_agent_10,1028.0,191.0,aggregator_agent
24,,,25.0,130.0,household_agent_90,1108.0,99.0,aggregator_agent
25,,,26.0,130.0,household_agent_51,1069.0,142.0,aggregator_agent
26,,,27.0,130.0,generation_agent_30,1148.0,55.0,aggregator_agent
27,,,28.0,130.0,storage_agent_16,1234.0,144.0,aggregator_agent
28,,,29.0,130.0,storage_agent_85,1303.0,137.0,aggregator_agent
29,,,30.0,130.0,storage_agent_10,1228.0,118.0,aggregator_agent
30,,,31.0,153.0,household_agent_67,1085.0,119.0,aggregator_agent
31,,,32.0,153.0,household_agent_86,1104.0,94.0,aggregator_agent
32,,,33.0,153.0,generation_agent_52,1170.0,159.0,aggregator_agent
33,,,34.0,153.0,household_agent_0,1018.0,57.0,aggregator_agent
34,,,35.0,153.0,storage_agent_28,1246.0,199.0,aggregator_agent
35,,,36.0,153.0,generation_agent_53,1171.0,67.0,aggregator_agent
36,,,37.0,153.0,storage_agent_79,1297.0,123.0,aggregator_agent
37,,,38.0,153.0,household_agent_80,1098.0,141.0,aggregator_agent
38,,,39.0,153.0,household_agent_10,1028.0,192.0,aggregator_agent
39,,,40.0,153.0,household_agent_90,1108.0,96.0,aggregator_agent
40,,,41.0,153.0,household_agent_51,1069.0,140.0,aggregator_agent
41,,,42.0,153.0,generation_agent_30,1148.0,200.0,aggregator_agent
42,,,43.0,153.0,storage_agent_16,1234.0,195.0,aggregator_agent
43,,,44.0,153.0,storage_agent_85,1303.0,132.0,aggregator_agent
44,,,45.0,153.0,storage_agent_10,1228.0,146.0,aggregator_agent
45,,,46.0,172.0,household_agent_67,1085.0,63.0,aggregator_agent
46,,,47.0,172.0,household_agent_86,1104.0,154.0,aggregator_agent
47,,,48.0,172.0,generation_agent_52,1170.0,157.0,aggregator_agent
48,,,49.0,172.0,household_agent_0,1018.0,111.0,aggregator_agent
49,,,50.0,172.0,storage_agent_28,1246.0,111.0,aggregator_agent
50,,,51.0,172.0,generation_agent_53,1171.0,69.0,aggregator_agent
51,,,52.0,172.0,storage_agent_79,1297.0,126.0,aggregator_agent
52,,,53.0,172.0,household_agent_80,1098.0,198.0,aggregator_agent
53,,,54.0,172.0,household_agent_10,1028.0,52.0,aggregator_agent
54,,,55.0,172.0,household_agent_90,1108.0,132.0,aggregator_agent
55,,,56.0,172.0,household_agent_51,1069.0,157.0,aggregator_agent
56,,,57.0,172.0,generation_agent_30,1148.0,181.0,aggregator_agent
57,,,58.0,172.0,storage_agent_16,1234.0,74.0,aggregator_agent
58,,,59.0,172.0,storage_agent_85,1303.0,149.0,aggregator_agent
59,,,60.0,172.0,storage_agent_10,1228.0,187.0,aggregator_agent
60,,,61.0,213.0,household_agent_67,1085.0,83.0,aggregator_agent
61,,,62.0,213.0,household_agent_86,1104.0,142.0,aggregator_agent
62,,,63.0,213.0,generation_agent_52,1170.0,188.0,aggregator_agent
63,,,64.0,213.0,household_agent_0,1018.0,109.0,aggregator_agent
64,,,65.0,213.0,storage_agent_28,1246.0,59.0,aggregator_agent
65,,,66.0,213.0,generation_agent_53,1171.0,79.0,aggregator_agent
66,,,67.0,213.0,storage_agent_79,1297.0,79.0,aggregator_agent
67,,,68.0,213.0,household_agent_80,1098.0,64.0,aggregator_agent
68,,,69.0,213.0,household_agent_10,1028.0,114.0,aggregator_agent
69,,,70.0,213.0,household_agent_90,1108.0,103.0,aggregator_agent
70,,,71.0,213.0,household_agent_51,1069.0,148.0,aggregator_agent
71,,,72.0,213.0,generation_agent_30,1148.0,185.0,aggregator_agent
72,,,73.0,213.0,storage_agent_16,1234.0,66.0,aggregator_agent
73,,,74.0,213.0,storage_agent_85,1303.0,81.0,aggregator_agent
74,,,75.0,213.0,storage_agent_10,1228.0,66.0,aggregator_agent
75,,,76.0,250.0,household_agent_67,1085.0,116.0,aggregator_agent
76,,,77.0,250.0,household_agent_86,1104.0,85.0,aggregator_agent
77,,,78.0,250.0,generation_agent_52,1170.0,160.0,aggregator_agent
78,,,79.0,250.0,household_agent_0,1018.0,74.0,aggregator_agent
79,,,80.0,250.0,storage_agent_28,1246.0,96.0,aggregator_agent
