,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-02 00:28:35.634295,,,,,,,,,
1,Simulation configuration ID,1176ec8c-287e-47d9-a241-ff07fd6e65c3,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,36.0,generation_agent_8,128.0,generation_agent_9,0.0,53.0,128.0,89.0
1,,,0.0,36.0,generation_agent_8,128.0,generation_agent_9,0.0,85.0,88.0,155.0
2,,,1.0,36.0,generation_agent_10,172.0,generation_agent_9,0.0,54.0,120.0,73.0
3,,,2.0,36.0,household_agent_37,78.0,generation_agent_9,0.0,64.0,78.0,100.0
4,,,2.0,36.0,household_agent_37,78.0,generation_agent_9,0.0,150.0,100.0,224.0
