,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 17:29:49.018443,,,,,,,,,
1,Simulation configuration ID,c5df8f12-0be5-41fc-9439-8a1f051d7dfd,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 65 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_43,0.0,125.0,household_agent_42,50.0,0.0,47.0,50.0,172.0
1,,,household_agent_43,4.0,1171.0,household_agent_42,20.0,0.0,47.0,20.0,1218.0
2,,,household_agent_23,1.0,55.0,household_agent_24,19.0,0.0,53.0,19.0,108.0
3,,,household_agent_23,5.0,1156.0,household_agent_24,25.0,0.0,53.0,25.0,1209.0
4,,,household_agent_42,2.0,127.0,household_agent_43,28.0,0.0,47.0,28.0,174.0
5,,,household_agent_42,6.0,1177.0,household_agent_43,11.0,0.0,47.0,11.0,1224.0
6,,,household_agent_24,3.0,45.0,household_agent_23,10.0,0.0,54.0,10.0,99.0
7,,,household_agent_24,7.0,1218.0,household_agent_23,49.0,0.0,50.0,49.0,1268.0
8,,,household_agent_23,102600.0,880.0,household_agent_24,10.0,99.0,53.0,10.0,933.0
9,,,household_agent_23,102601.0,2103.0,household_agent_24,49.0,1268.0,53.0,49.0,2156.0
10,,,household_agent_24,102700.0,735.0,household_agent_23,19.0,108.0,53.0,19.0,788.0
11,,,household_agent_24,102701.0,2044.0,household_agent_23,25.0,1209.0,53.0,25.0,2097.0
12,,,household_agent_42,104500.0,500.0,household_agent_43,50.0,172.0,47.0,50.0,547.0
13,,,household_agent_42,104501.0,2130.0,household_agent_43,20.0,1218.0,47.0,20.0,2177.0
14,,,household_agent_43,104600.0,747.0,household_agent_42,28.0,174.0,47.0,28.0,794.0
15,,,household_agent_43,104601.0,1630.0,household_agent_42,11.0,1224.0,47.0,11.0,1677.0
