,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 04:23:51.541035,,,,,,
1,Simulation configuration ID,46917d9a-7dc2-40ae-8042-ee94a4da3c30,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,68.0,aggregator_agent,1324.0,191.0,control_center_agent
0,,,1.0,189.0,household_agent_29,1053.0,191.0,aggregator_agent
1,,,7.0,636.0,control_center_agent,1325.0,191.0,aggregator_agent
0,,,2.0,156.0,household_agent_28,1052.0,191.0,household_agent_29
1,,,3.0,156.0,household_agent_30,1054.0,191.0,household_agent_29
2,,,4.0,156.0,storage_agent_42,1266.0,191.0,household_agent_29
3,,,5.0,156.0,storage_agent_44,1268.0,191.0,household_agent_29
4,,,6.0,586.0,aggregator_agent,1324.0,191.0,household_agent_29
