,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 13:19:29.693160,,,,,,
1,Simulation configuration ID,f8325366-76f3-4aab-99bd-55ee4d74835b,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,81.0,aggregator_agent,1318.0,11.0,market_agent
0,,,1.0,73.0,aggregator_agent,1318.0,17.0,grid_operator_agent
0,,,2.0,99.0,aggregator_agent,1318.0,49.0,household_agent_39
0,,,3.0,85.0,aggregator_agent,1318.0,43.0,household_agent_36
0,,,4.0,112.0,aggregator_agent,1318.0,45.0,household_agent_66
0,,,5.0,88.0,aggregator_agent,1318.0,13.0,household_agent_60
0,,,6.0,107.0,aggregator_agent,1318.0,37.0,household_agent_7
0,,,7.0,169.0,aggregator_agent,1318.0,27.0,household_agent_91
0,,,8.0,155.0,aggregator_agent,1318.0,16.0,household_agent_96
0,,,9.0,153.0,aggregator_agent,1318.0,25.0,household_agent_17
0,,,10.0,129.0,aggregator_agent,1318.0,14.0,household_agent_58
0,,,11.0,122.0,aggregator_agent,1318.0,22.0,household_agent_9
0,,,12.0,167.0,aggregator_agent,1318.0,36.0,household_agent_75
0,,,13.0,140.0,aggregator_agent,1318.0,41.0,household_agent_6
0,,,14.0,99.0,aggregator_agent,1318.0,10.0,household_agent_54
0,,,15.0,130.0,aggregator_agent,1318.0,19.0,household_agent_65
0,,,16.0,134.0,aggregator_agent,1318.0,16.0,household_agent_62
