,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-17 18:59:40.649327,,,,,,
1,Simulation configuration ID,f7d53137-3133-4b6f-b470-c9584a21a908,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Complete Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,59.0,aggregator_agent,1318.0,101.0,market_agent
0,,,1.0,159.0,generation_agent_94,1212.0,79.0,aggregator_agent
1,,,2.0,159.0,generation_agent_61,1179.0,86.0,aggregator_agent
2,,,3.0,159.0,generation_agent_30,1148.0,198.0,aggregator_agent
3,,,4.0,159.0,generation_agent_74,1192.0,83.0,aggregator_agent
4,,,5.0,159.0,household_agent_69,1087.0,85.0,aggregator_agent
5,,,6.0,159.0,storage_agent_57,1275.0,172.0,aggregator_agent
6,,,7.0,159.0,generation_agent_85,1203.0,64.0,aggregator_agent
7,,,8.0,159.0,generation_agent_80,1198.0,143.0,aggregator_agent
8,,,9.0,159.0,storage_agent_7,1225.0,145.0,aggregator_agent
9,,,10.0,159.0,storage_agent_42,1260.0,161.0,aggregator_agent
10,,,11.0,159.0,storage_agent_40,1258.0,85.0,aggregator_agent
11,,,12.0,159.0,household_agent_0,1018.0,115.0,aggregator_agent
12,,,13.0,159.0,household_agent_84,1102.0,108.0,aggregator_agent
13,,,14.0,159.0,generation_agent_64,1182.0,177.0,aggregator_agent
14,,,15.0,159.0,generation_agent_6,1124.0,93.0,aggregator_agent
15,,,16.0,253.0,generation_agent_94,1212.0,80.0,aggregator_agent
16,,,17.0,253.0,generation_agent_61,1179.0,130.0,aggregator_agent
17,,,18.0,253.0,generation_agent_30,1148.0,152.0,aggregator_agent
18,,,19.0,253.0,generation_agent_74,1192.0,152.0,aggregator_agent
19,,,20.0,253.0,household_agent_69,1087.0,187.0,aggregator_agent
