,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 13:13:54.057865,,,,,,,,,
1,Simulation configuration ID,1f18f254-b16f-45ef-bc9c-68d636e1a53b,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_56,0.0,45.0,household_agent_57,11.0,0.0,63.0,11.0,108.0
1,,,household_agent_56,4.0,1212.0,household_agent_57,18.0,0.0,59.0,18.0,1271.0
2,,,household_agent_62,1.0,120.0,household_agent_61,25.0,0.0,60.0,25.0,180.0
3,,,household_agent_62,5.0,1159.0,household_agent_61,40.0,0.0,59.0,40.0,1218.0
4,,,household_agent_61,2.0,113.0,household_agent_62,12.0,0.0,61.0,12.0,174.0
5,,,household_agent_61,6.0,1178.0,household_agent_62,9.0,0.0,61.0,9.0,1239.0
6,,,household_agent_57,3.0,58.0,household_agent_56,43.0,0.0,59.0,43.0,117.0
7,,,household_agent_57,7.0,1174.0,household_agent_56,14.0,0.0,59.0,14.0,1233.0
8,,,household_agent_56,107400.0,1012.0,household_agent_57,43.0,117.0,59.0,43.0,1071.0
9,,,household_agent_56,107401.0,2080.0,household_agent_57,14.0,1233.0,59.0,14.0,2139.0
10,,,household_agent_57,107500.0,635.0,household_agent_56,11.0,108.0,59.0,11.0,694.0
11,,,household_agent_57,107501.0,1866.0,household_agent_56,18.0,1271.0,59.0,18.0,1925.0
12,,,household_agent_61,107900.0,1110.0,household_agent_62,25.0,180.0,61.0,25.0,1171.0
13,,,household_agent_61,107901.0,1897.0,household_agent_62,40.0,1218.0,61.0,40.0,1958.0
14,,,household_agent_62,108000.0,340.0,household_agent_61,12.0,174.0,59.0,12.0,399.0
15,,,household_agent_62,108001.0,1444.0,household_agent_61,9.0,1239.0,59.0,9.0,1503.0
