,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-01 00:46:14.052423,,,,,,
1,Simulation configuration ID,1f78063d-7f99-4d54-9fce-03718d608477,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 330 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,92.0,aggregator_agent,1324.0,144.0,market_agent
0,,,1.0,22.0,aggregator_agent,1324.0,99.0,grid_operator_agent
0,,,2.0,108.0,aggregator_agent,1324.0,67.0,household_agent_16
0,,,3.0,119.0,aggregator_agent,1324.0,130.0,household_agent_86
0,,,4.0,188.0,aggregator_agent,1324.0,113.0,household_agent_62
0,,,5.0,173.0,aggregator_agent,1324.0,175.0,household_agent_23
0,,,6.0,176.0,aggregator_agent,1324.0,82.0,household_agent_89
0,,,7.0,175.0,aggregator_agent,1324.0,125.0,household_agent_55
0,,,8.0,116.0,aggregator_agent,1324.0,128.0,household_agent_27
0,,,9.0,176.0,aggregator_agent,1324.0,154.0,household_agent_54
0,,,10.0,115.0,aggregator_agent,1324.0,156.0,household_agent_49
0,,,11.0,130.0,aggregator_agent,1324.0,142.0,household_agent_42
0,,,12.0,180.0,aggregator_agent,1324.0,174.0,household_agent_57
0,,,13.0,130.0,aggregator_agent,1324.0,69.0,household_agent_64
0,,,14.0,138.0,aggregator_agent,1324.0,133.0,household_agent_68
0,,,15.0,178.0,aggregator_agent,1324.0,133.0,household_agent_4
0,,,16.0,166.0,aggregator_agent,1324.0,160.0,household_agent_20
