,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-06 18:56:20.487790,,,,,,
1,Simulation configuration ID,52b1486b-8ca0-495a-ba4b-93882dc75066,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,65.0,aggregator_agent,1318.0,50.0,market_agent
0,,,1.0,168.0,household_agent_99,1117.0,39.0,aggregator_agent
1,,,2.0,168.0,storage_agent_25,1243.0,39.0,aggregator_agent
2,,,3.0,168.0,storage_agent_12,1230.0,26.0,aggregator_agent
3,,,4.0,168.0,storage_agent_72,1290.0,12.0,aggregator_agent
4,,,5.0,168.0,generation_agent_79,1197.0,29.0,aggregator_agent
5,,,6.0,168.0,generation_agent_41,1159.0,45.0,aggregator_agent
6,,,7.0,168.0,household_agent_60,1078.0,8.0,aggregator_agent
7,,,8.0,168.0,generation_agent_76,1194.0,36.0,aggregator_agent
8,,,9.0,168.0,household_agent_24,1042.0,21.0,aggregator_agent
9,,,10.0,168.0,generation_agent_34,1152.0,42.0,aggregator_agent
10,,,11.0,168.0,storage_agent_44,1262.0,22.0,aggregator_agent
11,,,12.0,168.0,generation_agent_7,1125.0,11.0,aggregator_agent
12,,,13.0,168.0,household_agent_69,1087.0,36.0,aggregator_agent
13,,,14.0,168.0,storage_agent_84,1302.0,23.0,aggregator_agent
14,,,15.0,168.0,household_agent_0,1018.0,50.0,aggregator_agent
15,,,16.0,181.0,household_agent_99,1117.0,39.0,aggregator_agent
