,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 02:01:17.441024,,,,,,
1,Simulation configuration ID,328a6a95-29a4-490c-b03a-d9a3663f2f2f,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 330 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,60.0,aggregator_agent,1324.0,41.0,control_center_agent
0,,,1.0,217.0,storage_agent_53,1277.0,41.0,aggregator_agent
1,,,5.0,462462.0,control_center_agent,1325.0,41.0,aggregator_agent
0,,,2.0,200727.0,storage_agent_52,1276.0,41.0,storage_agent_53
1,,,3.0,200727.0,storage_agent_54,1278.0,41.0,storage_agent_53
2,,,4.0,308448.0,aggregator_agent,1324.0,41.0,storage_agent_53
