,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-01 00:11:07.712029,,,,,,
1,Simulation configuration ID,45443760-799a-454f-901f-d54f3ebbe286,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 330 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,4.0,aggregator_agent,1324.0,9.0,market_agent
0,,,1.0,76.0,aggregator_agent,1324.0,18.0,grid_operator_agent
0,,,2.0,139.0,aggregator_agent,1324.0,35.0,household_agent_68
0,,,3.0,103.0,aggregator_agent,1324.0,18.0,household_agent_54
0,,,4.0,174.0,aggregator_agent,1324.0,15.0,household_agent_63
0,,,5.0,161.0,aggregator_agent,1324.0,28.0,household_agent_11
0,,,6.0,81.0,aggregator_agent,1324.0,40.0,household_agent_7
0,,,7.0,117.0,aggregator_agent,1324.0,47.0,household_agent_42
0,,,8.0,90.0,aggregator_agent,1324.0,18.0,household_agent_90
0,,,9.0,111.0,aggregator_agent,1324.0,20.0,household_agent_20
0,,,10.0,104.0,aggregator_agent,1324.0,41.0,household_agent_67
0,,,11.0,119.0,aggregator_agent,1324.0,33.0,household_agent_56
0,,,12.0,92.0,aggregator_agent,1324.0,39.0,household_agent_3
0,,,13.0,154.0,aggregator_agent,1324.0,26.0,household_agent_21
0,,,14.0,169.0,aggregator_agent,1324.0,41.0,household_agent_80
0,,,15.0,90.0,aggregator_agent,1324.0,13.0,household_agent_60
0,,,16.0,154.0,aggregator_agent,1324.0,37.0,household_agent_51
