,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 14:43:35.685014,,,,,,
1,Simulation configuration ID,913ae5e7-7f33-465a-9b52-31590757bc8c,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,48.0,aggregator_agent,1318.0,39.0,market_agent
0,,,1.0,64.0,aggregator_agent,1318.0,47.0,grid_operator_agent
0,,,2.0,124.0,aggregator_agent,1318.0,11.0,household_agent_11
0,,,3.0,127.0,aggregator_agent,1318.0,9.0,household_agent_52
0,,,4.0,107.0,aggregator_agent,1318.0,43.0,household_agent_74
0,,,5.0,114.0,aggregator_agent,1318.0,27.0,household_agent_75
0,,,6.0,137.0,aggregator_agent,1318.0,35.0,household_agent_8
0,,,7.0,127.0,aggregator_agent,1318.0,17.0,household_agent_24
0,,,8.0,97.0,aggregator_agent,1318.0,30.0,household_agent_4
0,,,9.0,121.0,aggregator_agent,1318.0,22.0,household_agent_78
0,,,10.0,145.0,aggregator_agent,1318.0,49.0,household_agent_54
0,,,11.0,159.0,aggregator_agent,1318.0,10.0,household_agent_32
0,,,12.0,164.0,aggregator_agent,1318.0,20.0,household_agent_16
0,,,13.0,106.0,aggregator_agent,1318.0,22.0,household_agent_62
0,,,14.0,105.0,aggregator_agent,1318.0,28.0,household_agent_99
0,,,15.0,153.0,aggregator_agent,1318.0,47.0,household_agent_23
0,,,16.0,121.0,aggregator_agent,1318.0,45.0,household_agent_86
