,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
0,Start simulation,2025-01-08 09:11:48.817052,,,,,,,,
1,Simulation configuration ID,ab8f75b3-9168-4340-8f9b-0411c5c51ed9,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MVLV-rural-all-2-no_sw,,,,,,,,
3,Communication graph,Complete Overlay Topology with 330 agents,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,
7,Frequency,0,,,,,,,,
8,Simulation duration,900000,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,
0,,,0.0,72.0,household_agent_34,1058.0,33.0,True,29620.0,household_agent_1
1,,,1.0,72.0,household_agent_89,1113.0,17.0,True,25054.0,household_agent_1
2,,,2.0,72.0,household_agent_94,1118.0,17.0,True,22113.0,household_agent_1
3,,,3.0,72.0,generation_agent_1,1125.0,41.0,True,7649.0,household_agent_1
4,,,4.0,72.0,generation_agent_46,1170.0,44.0,True,27528.0,household_agent_1
5,,,5.0,72.0,generation_agent_49,1173.0,47.0,True,5652.0,household_agent_1
6,,,6.0,72.0,generation_agent_56,1180.0,29.0,True,17599.0,household_agent_1
7,,,7.0,72.0,generation_agent_60,1184.0,35.0,True,29847.0,household_agent_1
8,,,8.0,72.0,storage_agent_17,1241.0,49.0,True,25384.0,household_agent_1
9,,,9.0,72.0,storage_agent_24,1248.0,23.0,True,6727.0,household_agent_1
10,,,10.0,72.0,storage_agent_42,1266.0,10.0,True,9649.0,household_agent_1
11,,,11.0,72.0,storage_agent_65,1289.0,16.0,True,14463.0,household_agent_1
12,,,12.0,72.0,storage_agent_85,1309.0,44.0,True,24075.0,household_agent_1
13,,,13.0,72.0,storage_agent_91,1315.0,50.0,True,13719.0,household_agent_1
14,,,14.0,72.0,household_agent_34,1058.0,14.0,True,26255.0,household_agent_1
15,,,15.0,72.0,household_agent_89,1113.0,42.0,True,18375.0,household_agent_1
16,,,16.0,72.0,household_agent_94,1118.0,50.0,True,7156.0,household_agent_1
17,,,17.0,72.0,generation_agent_1,1125.0,11.0,True,8279.0,household_agent_1
