,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 09:41:44.253826,,,,,,
1,Simulation configuration ID,6dd6b264-4c3a-4cf7-a4e1-b2dd6839a45c,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,38.0,aggregator_agent,1318.0,191.0,control_center_agent
0,,,1.0,164.0,generation_agent_73,1191.0,191.0,aggregator_agent
1,,,5.0,627659.0,control_center_agent,1319.0,191.0,aggregator_agent
0,,,2.0,187749.0,generation_agent_72,1190.0,191.0,generation_agent_73
1,,,3.0,187749.0,generation_agent_74,1192.0,191.0,generation_agent_73
2,,,4.0,349439.0,aggregator_agent,1318.0,191.0,generation_agent_73
