,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 00:38:09.436519,,,,,,
1,Simulation configuration ID,db9dda6d-ecf9-48e4-b52b-3ab580947549,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,
0,,,0.0,38.0,storage_agent_8,1226.0,41.0,control_center_agent
0,,,1.0,116510.0,storage_agent_7,1225.0,41.0,storage_agent_8
1,,,2.0,116510.0,storage_agent_9,1227.0,41.0,storage_agent_8
2,,,3.0,116510.0,household_agent_78,1096.0,41.0,storage_agent_8
3,,,4.0,348400.0,control_center_agent,1319.0,41.0,storage_agent_8
