,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-19 19:46:53.949199,,,,,,
1,Simulation configuration ID,60e5d16e-61eb-4d28-a1a4-99189455bcf7,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,44.0,aggregator_agent,1318.0,949.0,market_agent
0,,,1.0,157.0,storage_agent_93,1311.0,662.0,aggregator_agent
1,,,2.0,157.0,generation_agent_27,1145.0,338.0,aggregator_agent
2,,,3.0,157.0,storage_agent_26,1244.0,790.0,aggregator_agent
3,,,4.0,157.0,generation_agent_84,1202.0,529.0,aggregator_agent
4,,,5.0,157.0,generation_agent_86,1204.0,573.0,aggregator_agent
5,,,6.0,157.0,generation_agent_46,1164.0,964.0,aggregator_agent
6,,,7.0,157.0,household_agent_88,1106.0,949.0,aggregator_agent
7,,,8.0,157.0,storage_agent_5,1223.0,452.0,aggregator_agent
8,,,9.0,157.0,household_agent_89,1107.0,411.0,aggregator_agent
9,,,10.0,157.0,generation_agent_0,1118.0,584.0,aggregator_agent
10,,,11.0,157.0,storage_agent_66,1284.0,333.0,aggregator_agent
11,,,12.0,157.0,generation_agent_44,1162.0,582.0,aggregator_agent
12,,,13.0,157.0,storage_agent_72,1290.0,242.0,aggregator_agent
13,,,14.0,157.0,generation_agent_17,1135.0,339.0,aggregator_agent
14,,,15.0,157.0,storage_agent_13,1231.0,342.0,aggregator_agent
15,,,16.0,253.0,storage_agent_93,1311.0,783.0,aggregator_agent
16,,,17.0,253.0,generation_agent_27,1145.0,510.0,aggregator_agent
17,,,18.0,253.0,storage_agent_26,1244.0,856.0,aggregator_agent
18,,,19.0,253.0,generation_agent_84,1202.0,324.0,aggregator_agent
19,,,20.0,253.0,generation_agent_86,1204.0,262.0,aggregator_agent
20,,,21.0,253.0,generation_agent_46,1164.0,984.0,aggregator_agent
21,,,22.0,253.0,household_agent_88,1106.0,355.0,aggregator_agent
22,,,23.0,253.0,storage_agent_5,1223.0,493.0,aggregator_agent
23,,,24.0,253.0,household_agent_89,1107.0,950.0,aggregator_agent
24,,,25.0,253.0,generation_agent_0,1118.0,285.0,aggregator_agent
25,,,26.0,253.0,storage_agent_66,1284.0,489.0,aggregator_agent
26,,,27.0,253.0,generation_agent_44,1162.0,280.0,aggregator_agent
27,,,28.0,253.0,storage_agent_72,1290.0,376.0,aggregator_agent
28,,,29.0,253.0,generation_agent_17,1135.0,644.0,aggregator_agent
29,,,30.0,253.0,storage_agent_13,1231.0,489.0,aggregator_agent
30,,,31.0,326.0,storage_agent_93,1311.0,306.0,aggregator_agent
31,,,32.0,326.0,generation_agent_27,1145.0,231.0,aggregator_agent
32,,,33.0,326.0,storage_agent_26,1244.0,638.0,aggregator_agent
33,,,34.0,326.0,generation_agent_84,1202.0,979.0,aggregator_agent
34,,,35.0,326.0,generation_agent_86,1204.0,907.0,aggregator_agent
35,,,36.0,326.0,generation_agent_46,1164.0,303.0,aggregator_agent
36,,,37.0,326.0,household_agent_88,1106.0,592.0,aggregator_agent
37,,,38.0,326.0,storage_agent_5,1223.0,644.0,aggregator_agent
38,,,39.0,326.0,household_agent_89,1107.0,632.0,aggregator_agent
39,,,40.0,326.0,generation_agent_0,1118.0,554.0,aggregator_agent
40,,,41.0,326.0,storage_agent_66,1284.0,253.0,aggregator_agent
41,,,42.0,326.0,generation_agent_44,1162.0,859.0,aggregator_agent
42,,,43.0,326.0,storage_agent_72,1290.0,674.0,aggregator_agent
43,,,44.0,326.0,generation_agent_17,1135.0,526.0,aggregator_agent
44,,,45.0,326.0,storage_agent_13,1231.0,294.0,aggregator_agent
45,,,46.0,419.0,storage_agent_93,1311.0,985.0,aggregator_agent
46,,,47.0,419.0,generation_agent_27,1145.0,501.0,aggregator_agent
47,,,48.0,419.0,storage_agent_26,1244.0,943.0,aggregator_agent
48,,,49.0,419.0,generation_agent_84,1202.0,527.0,aggregator_agent
49,,,50.0,419.0,generation_agent_86,1204.0,483.0,aggregator_agent
50,,,51.0,419.0,generation_agent_46,1164.0,416.0,aggregator_agent
51,,,52.0,419.0,household_agent_88,1106.0,856.0,aggregator_agent
52,,,53.0,419.0,storage_agent_5,1223.0,588.0,aggregator_agent
53,,,54.0,419.0,household_agent_89,1107.0,723.0,aggregator_agent
54,,,55.0,419.0,generation_agent_0,1118.0,403.0,aggregator_agent
55,,,56.0,419.0,storage_agent_66,1284.0,722.0,aggregator_agent
56,,,57.0,419.0,generation_agent_44,1162.0,880.0,aggregator_agent
57,,,58.0,419.0,storage_agent_72,1290.0,549.0,aggregator_agent
58,,,59.0,419.0,generation_agent_17,1135.0,980.0,aggregator_agent
59,,,60.0,419.0,storage_agent_13,1231.0,240.0,aggregator_agent
60,,,61.0,514.0,storage_agent_93,1311.0,260.0,aggregator_agent
61,,,62.0,514.0,generation_agent_27,1145.0,466.0,aggregator_agent
62,,,63.0,514.0,storage_agent_26,1244.0,259.0,aggregator_agent
63,,,64.0,514.0,generation_agent_84,1202.0,624.0,aggregator_agent
64,,,65.0,514.0,generation_agent_86,1204.0,501.0,aggregator_agent
65,,,66.0,514.0,generation_agent_46,1164.0,752.0,aggregator_agent
66,,,67.0,514.0,household_agent_88,1106.0,231.0,aggregator_agent
67,,,68.0,514.0,storage_agent_5,1223.0,910.0,aggregator_agent
68,,,69.0,514.0,household_agent_89,1107.0,736.0,aggregator_agent
69,,,70.0,514.0,generation_agent_0,1118.0,454.0,aggregator_agent
70,,,71.0,514.0,storage_agent_66,1284.0,345.0,aggregator_agent
71,,,72.0,514.0,generation_agent_44,1162.0,663.0,aggregator_agent
72,,,73.0,514.0,storage_agent_72,1290.0,233.0,aggregator_agent
73,,,74.0,514.0,generation_agent_17,1135.0,861.0,aggregator_agent
74,,,75.0,514.0,storage_agent_13,1231.0,953.0,aggregator_agent
75,,,76.0,582.0,storage_agent_93,1311.0,465.0,aggregator_agent
76,,,77.0,582.0,generation_agent_27,1145.0,638.0,aggregator_agent
77,,,78.0,582.0,storage_agent_26,1244.0,205.0,aggregator_agent
78,,,79.0,582.0,generation_agent_84,1202.0,444.0,aggregator_agent
79,,,80.0,582.0,generation_agent_86,1204.0,942.0,aggregator_agent
80,,,81.0,582.0,generation_agent_46,1164.0,296.0,aggregator_agent
81,,,82.0,582.0,household_agent_88,1106.0,569.0,aggregator_agent
82,,,83.0,582.0,storage_agent_5,1223.0,380.0,aggregator_agent
83,,,84.0,582.0,household_agent_89,1107.0,877.0,aggregator_agent
84,,,85.0,582.0,generation_agent_0,1118.0,530.0,aggregator_agent
85,,,86.0,582.0,storage_agent_66,1284.0,459.0,aggregator_agent
86,,,87.0,582.0,generation_agent_44,1162.0,318.0,aggregator_agent
87,,,88.0,582.0,storage_agent_72,1290.0,200.0,aggregator_agent
88,,,89.0,582.0,generation_agent_17,1135.0,249.0,aggregator_agent
89,,,90.0,582.0,storage_agent_13,1231.0,818.0,aggregator_agent
90,,,91.0,667.0,market_agent,1320.0,233.0,aggregator_agent
