,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 17:24:03.749664,,,,,,,,,
1,Simulation configuration ID,9bbb4d72-d0be-41c7-ad29-9884004eb7b5,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 65 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_23,0.0,121.0,household_agent_24,834.0,0.0,59.0,536.0,180.0
1,,,household_agent_23,0.0,121.0,household_agent_24,834.0,0.0,99.0,298.0,220.0
2,,,household_agent_23,1.0,53.0,household_agent_33,562.0,0.0,49.0,536.0,102.0
3,,,household_agent_23,1.0,53.0,household_agent_33,562.0,0.0,77.0,26.0,130.0
4,,,household_agent_28,2.0,123.0,household_agent_51,681.0,0.0,71.0,536.0,194.0
5,,,household_agent_28,2.0,123.0,household_agent_51,681.0,0.0,115.0,145.0,238.0
6,,,household_agent_51,3.0,121.0,household_agent_52,464.0,0.0,57.0,464.0,178.0
7,,,household_agent_51,4.0,128.0,household_agent_28,406.0,0.0,79.0,406.0,207.0
8,,,household_agent_24,5.0,98.0,household_agent_23,627.0,0.0,70.0,536.0,168.0
9,,,household_agent_24,5.0,98.0,household_agent_23,627.0,0.0,104.0,91.0,202.0
10,,,household_agent_34,6.0,92.0,household_agent_33,775.0,0.0,52.0,536.0,144.0
11,,,household_agent_34,6.0,92.0,household_agent_33,775.0,0.0,91.0,239.0,183.0
12,,,household_agent_33,7.0,127.0,household_agent_34,352.0,0.0,54.0,352.0,181.0
13,,,household_agent_33,8.0,115.0,household_agent_23,296.0,0.0,48.0,296.0,163.0
14,,,household_agent_52,9.0,120.0,household_agent_51,487.0,0.0,52.0,487.0,172.0
15,,,household_agent_23,102600.0,8606.0,household_agent_33,296.0,163.0,47.0,296.0,8653.0
16,,,household_agent_23,102601.0,9663.0,household_agent_24,627.0,168.0,55.0,536.0,9718.0
17,,,household_agent_23,102601.0,9663.0,household_agent_24,627.0,168.0,95.0,91.0,9758.0
18,,,household_agent_23,102602.0,9697.0,household_agent_24,627.0,202.0,63.0,536.0,9760.0
19,,,household_agent_23,102602.0,9697.0,household_agent_24,627.0,202.0,102.0,91.0,9799.0
20,,,household_agent_24,102700.0,28923.0,household_agent_23,834.0,180.0,63.0,536.0,28986.0
21,,,household_agent_24,102700.0,28923.0,household_agent_23,834.0,180.0,102.0,298.0,29025.0
22,,,household_agent_24,102701.0,28963.0,household_agent_23,834.0,220.0,83.0,536.0,29046.0
23,,,household_agent_24,102701.0,28963.0,household_agent_23,834.0,220.0,122.0,298.0,29085.0
24,,,household_agent_28,103100.0,4160.0,household_agent_51,406.0,207.0,62.0,406.0,4222.0
25,,,household_agent_33,103600.0,18592.0,household_agent_23,562.0,102.0,49.0,536.0,18641.0
26,,,household_agent_33,103600.0,18592.0,household_agent_23,562.0,102.0,77.0,26.0,18669.0
27,,,household_agent_33,103601.0,18620.0,household_agent_23,562.0,130.0,63.0,536.0,18683.0
28,,,household_agent_33,103601.0,18620.0,household_agent_23,562.0,130.0,91.0,26.0,18711.0
29,,,household_agent_33,103602.0,20932.0,household_agent_34,775.0,144.0,49.0,536.0,20981.0
30,,,household_agent_33,103602.0,20932.0,household_agent_34,775.0,144.0,83.0,239.0,21015.0
31,,,household_agent_33,103603.0,20971.0,household_agent_34,775.0,183.0,57.0,536.0,21028.0
32,,,household_agent_33,103603.0,20971.0,household_agent_34,775.0,183.0,91.0,239.0,21062.0
33,,,household_agent_34,103700.0,14545.0,household_agent_33,352.0,181.0,47.0,352.0,14592.0
34,,,household_agent_51,105400.0,21043.0,household_agent_52,487.0,172.0,56.0,487.0,21099.0
35,,,household_agent_51,105401.0,15915.0,household_agent_28,681.0,194.0,63.0,536.0,15978.0
36,,,household_agent_51,105401.0,15915.0,household_agent_28,681.0,194.0,103.0,145.0,16018.0
37,,,household_agent_51,105402.0,15959.0,household_agent_28,681.0,238.0,64.0,536.0,16023.0
38,,,household_agent_51,105402.0,15959.0,household_agent_28,681.0,238.0,104.0,145.0,16063.0
39,,,household_agent_52,105500.0,27612.0,household_agent_51,464.0,178.0,53.0,464.0,27665.0
