,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 19:31:44.792048,,,,,,
1,Simulation configuration ID,4d17a38c-606b-48b0-a240-a8bbb7e2809f,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,74.0,aggregator_agent,1324.0,991.0,control_center_agent
0,,,1.0,266.0,storage_agent_4,1228.0,991.0,aggregator_agent
1,,,7.0,716895.0,control_center_agent,1325.0,991.0,aggregator_agent
0,,,2.0,249680.0,generation_agent_67,1191.0,991.0,storage_agent_4
1,,,3.0,249680.0,storage_agent_3,1227.0,991.0,storage_agent_4
2,,,4.0,249680.0,storage_agent_5,1229.0,991.0,storage_agent_4
3,,,5.0,249680.0,household_agent_11,1035.0,991.0,storage_agent_4
4,,,6.0,433072.0,aggregator_agent,1324.0,991.0,storage_agent_4
