,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-05 10:40:41.393946,,,,,,
1,Simulation configuration ID,73a4180f-a713-4925-9d5f-7e40d6ef2135,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,53.0,aggregator_agent,1318.0,11.0,market_agent
0,,,1.0,131.0,household_agent_89,1107.0,49.0,aggregator_agent
1,,,2.0,131.0,generation_agent_29,1147.0,41.0,aggregator_agent
2,,,3.0,131.0,household_agent_77,1095.0,13.0,aggregator_agent
3,,,4.0,131.0,household_agent_32,1050.0,19.0,aggregator_agent
4,,,5.0,131.0,household_agent_57,1075.0,35.0,aggregator_agent
5,,,6.0,131.0,generation_agent_89,1207.0,26.0,aggregator_agent
6,,,7.0,131.0,storage_agent_40,1258.0,33.0,aggregator_agent
7,,,8.0,131.0,generation_agent_75,1193.0,26.0,aggregator_agent
8,,,9.0,131.0,generation_agent_54,1172.0,37.0,aggregator_agent
9,,,10.0,131.0,storage_agent_46,1264.0,36.0,aggregator_agent
10,,,11.0,131.0,household_agent_78,1096.0,31.0,aggregator_agent
11,,,12.0,131.0,generation_agent_27,1145.0,9.0,aggregator_agent
12,,,13.0,131.0,household_agent_73,1091.0,45.0,aggregator_agent
13,,,14.0,131.0,household_agent_53,1071.0,31.0,aggregator_agent
14,,,15.0,131.0,generation_agent_47,1165.0,13.0,aggregator_agent
15,,,16.0,174.0,household_agent_89,1107.0,22.0,aggregator_agent
16,,,17.0,174.0,generation_agent_29,1147.0,37.0,aggregator_agent
17,,,18.0,174.0,household_agent_77,1095.0,28.0,aggregator_agent
18,,,19.0,174.0,household_agent_32,1050.0,42.0,aggregator_agent
19,,,20.0,174.0,household_agent_57,1075.0,27.0,aggregator_agent
20,,,21.0,174.0,generation_agent_89,1207.0,45.0,aggregator_agent
21,,,22.0,174.0,storage_agent_40,1258.0,40.0,aggregator_agent
22,,,23.0,174.0,generation_agent_75,1193.0,40.0,aggregator_agent
