,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-01 00:04:02.861487,,,,,,
1,Simulation configuration ID,eea2c78a-d8b9-49c1-b978-23dfaa5818cb,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 330 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,43.0,aggregator_agent,1324.0,29.0,market_agent
0,,,1.0,77.0,aggregator_agent,1324.0,23.0,grid_operator_agent
0,,,2.0,148.0,aggregator_agent,1324.0,43.0,household_agent_73
0,,,3.0,153.0,aggregator_agent,1324.0,21.0,household_agent_84
0,,,4.0,78.0,aggregator_agent,1324.0,50.0,household_agent_66
0,,,5.0,82.0,aggregator_agent,1324.0,13.0,household_agent_33
0,,,6.0,149.0,aggregator_agent,1324.0,28.0,household_agent_94
0,,,7.0,128.0,aggregator_agent,1324.0,24.0,household_agent_31
0,,,8.0,133.0,aggregator_agent,1324.0,22.0,household_agent_77
0,,,9.0,138.0,aggregator_agent,1324.0,26.0,household_agent_7
0,,,10.0,113.0,aggregator_agent,1324.0,48.0,household_agent_96
0,,,11.0,87.0,aggregator_agent,1324.0,36.0,household_agent_26
0,,,12.0,92.0,aggregator_agent,1324.0,20.0,household_agent_43
0,,,13.0,103.0,aggregator_agent,1324.0,9.0,household_agent_63
0,,,14.0,172.0,aggregator_agent,1324.0,22.0,household_agent_39
0,,,15.0,125.0,aggregator_agent,1324.0,46.0,household_agent_74
0,,,16.0,135.0,aggregator_agent,1324.0,36.0,household_agent_49
