,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-02 04:18:24.800681,,,,,,,,,
1,Simulation configuration ID,b6372786-64fc-4f84-9180-d1e477ae7ab6,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,43.0,generation_agent_84,269.0,generation_agent_85,0.0,59.0,442.0,158.0
1,,,0.0,43.0,generation_agent_84,269.0,generation_agent_85,0.0,65.0,269.0,108.0
2,,,0.0,43.0,generation_agent_84,269.0,generation_agent_85,0.0,77.0,214.0,82.0
3,,,1.0,43.0,generation_agent_86,813.0,generation_agent_85,0.0,70.0,473.0,169.0
4,,,1.0,43.0,generation_agent_86,813.0,generation_agent_85,0.0,181.0,241.0,263.0
5,,,2.0,43.0,household_agent_69,370.0,generation_agent_85,0.0,76.0,370.0,119.0
6,,,118800.0,14488.0,generation_agent_71,442.0,generation_agent_70,158.0,65.0,442.0,14553.0
7,,,119000.0,28093.0,generation_agent_71,473.0,generation_agent_72,169.0,53.0,473.0,28146.0
8,,,120200.0,1967.0,generation_agent_85,269.0,generation_agent_84,108.0,59.0,269.0,2026.0
