,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-10 20:12:18.812611,,,,,,
1,Simulation configuration ID,9d41833f-a386-473b-be6c-88711dd56174,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,69.0,aggregator_agent,1324.0,44.0,market_agent
0,,,1.0,167.0,generation_agent_65,1189.0,27.0,aggregator_agent
1,,,2.0,167.0,generation_agent_43,1167.0,22.0,aggregator_agent
2,,,3.0,167.0,household_agent_60,1084.0,42.0,aggregator_agent
3,,,4.0,167.0,storage_agent_94,1318.0,30.0,aggregator_agent
4,,,5.0,167.0,generation_agent_94,1218.0,19.0,aggregator_agent
5,,,6.0,167.0,generation_agent_0,1124.0,21.0,aggregator_agent
6,,,7.0,167.0,generation_agent_82,1206.0,38.0,aggregator_agent
7,,,8.0,167.0,storage_agent_66,1290.0,11.0,aggregator_agent
8,,,9.0,167.0,generation_agent_48,1172.0,32.0,aggregator_agent
9,,,10.0,167.0,household_agent_29,1053.0,24.0,aggregator_agent
10,,,11.0,167.0,storage_agent_58,1282.0,22.0,aggregator_agent
11,,,12.0,167.0,generation_agent_96,1220.0,33.0,aggregator_agent
12,,,13.0,167.0,storage_agent_38,1262.0,26.0,aggregator_agent
13,,,14.0,167.0,storage_agent_74,1298.0,44.0,aggregator_agent
14,,,15.0,167.0,household_agent_67,1091.0,16.0,aggregator_agent
15,,,16.0,218.0,generation_agent_65,1189.0,43.0,aggregator_agent
16,,,17.0,218.0,generation_agent_43,1167.0,25.0,aggregator_agent
17,,,18.0,218.0,household_agent_60,1084.0,39.0,aggregator_agent
18,,,19.0,218.0,storage_agent_94,1318.0,29.0,aggregator_agent
19,,,20.0,218.0,generation_agent_94,1218.0,41.0,aggregator_agent
20,,,21.0,218.0,generation_agent_0,1124.0,21.0,aggregator_agent
21,,,22.0,218.0,generation_agent_82,1206.0,30.0,aggregator_agent
22,,,23.0,218.0,storage_agent_66,1290.0,46.0,aggregator_agent
23,,,24.0,218.0,generation_agent_48,1172.0,30.0,aggregator_agent
24,,,25.0,218.0,household_agent_29,1053.0,38.0,aggregator_agent
25,,,26.0,218.0,storage_agent_58,1282.0,24.0,aggregator_agent
26,,,27.0,218.0,generation_agent_96,1220.0,22.0,aggregator_agent
27,,,28.0,218.0,storage_agent_38,1262.0,47.0,aggregator_agent
28,,,29.0,218.0,storage_agent_74,1298.0,30.0,aggregator_agent
29,,,30.0,218.0,household_agent_67,1091.0,38.0,aggregator_agent
30,,,31.0,293.0,generation_agent_65,1189.0,44.0,aggregator_agent
