,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 15:18:33.534219,,,,,,
1,Simulation configuration ID,90e380bf-2be7-4626-a08c-33b8cffca7b1,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,57.0,aggregator_agent,1318.0,88.0,market_agent
0,,,1.0,43.0,aggregator_agent,1318.0,114.0,grid_operator_agent
0,,,2.0,155.0,aggregator_agent,1318.0,176.0,household_agent_92
0,,,3.0,130.0,aggregator_agent,1318.0,56.0,household_agent_19
0,,,4.0,91.0,aggregator_agent,1318.0,154.0,household_agent_96
0,,,5.0,98.0,aggregator_agent,1318.0,98.0,household_agent_99
0,,,6.0,148.0,aggregator_agent,1318.0,102.0,household_agent_17
0,,,7.0,106.0,aggregator_agent,1318.0,164.0,household_agent_40
0,,,8.0,94.0,aggregator_agent,1318.0,103.0,household_agent_39
0,,,9.0,121.0,aggregator_agent,1318.0,129.0,household_agent_48
0,,,10.0,130.0,aggregator_agent,1318.0,74.0,household_agent_90
0,,,11.0,114.0,aggregator_agent,1318.0,85.0,household_agent_32
0,,,12.0,122.0,aggregator_agent,1318.0,111.0,household_agent_43
0,,,13.0,152.0,aggregator_agent,1318.0,149.0,household_agent_62
0,,,14.0,135.0,aggregator_agent,1318.0,131.0,household_agent_9
0,,,15.0,95.0,aggregator_agent,1318.0,51.0,household_agent_49
0,,,16.0,136.0,aggregator_agent,1318.0,87.0,household_agent_75
