,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
0,Start simulation,2025-01-26 01:27:26.608882,,,,,,,,
1,Simulation configuration ID,1ee7646d-1347-41ba-8996-6472e5a44684,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,,,
3,Communication graph,Complete Overlay Topology with 324 agents,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,
7,Frequency,0,,,,,,,,
8,Simulation duration,900000,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,
0,,,0.0,77.0,household_agent_22,1040.0,280.0,True,75569.0,storage_agent_10
1,,,1.0,77.0,household_agent_25,1043.0,372.0,True,220286.0,storage_agent_10
2,,,2.0,77.0,household_agent_58,1076.0,281.0,True,125829.0,storage_agent_10
3,,,3.0,77.0,household_agent_59,1077.0,402.0,True,182373.0,storage_agent_10
4,,,4.0,77.0,household_agent_63,1081.0,300.0,True,273358.0,storage_agent_10
5,,,5.0,77.0,household_agent_96,1114.0,606.0,True,62753.0,storage_agent_10
6,,,6.0,77.0,generation_agent_8,1126.0,863.0,True,167363.0,storage_agent_10
7,,,7.0,77.0,generation_agent_9,1127.0,251.0,True,87613.0,storage_agent_10
8,,,8.0,77.0,generation_agent_51,1169.0,359.0,True,254145.0,storage_agent_10
9,,,9.0,77.0,generation_agent_53,1171.0,291.0,True,77415.0,storage_agent_10
10,,,10.0,77.0,generation_agent_94,1212.0,402.0,True,209879.0,storage_agent_10
11,,,11.0,77.0,storage_agent_1,1219.0,285.0,True,42755.0,storage_agent_10
12,,,12.0,77.0,storage_agent_35,1253.0,915.0,True,185706.0,storage_agent_10
13,,,13.0,77.0,storage_agent_51,1269.0,605.0,True,218629.0,storage_agent_10
14,,,14.0,77.0,household_agent_22,1040.0,637.0,True,179506.0,storage_agent_10
15,,,15.0,77.0,household_agent_25,1043.0,821.0,True,111798.0,storage_agent_10
16,,,16.0,77.0,household_agent_58,1076.0,436.0,True,290684.0,storage_agent_10
17,,,17.0,77.0,household_agent_59,1077.0,359.0,True,102449.0,storage_agent_10
18,,,18.0,77.0,household_agent_63,1081.0,519.0,True,118527.0,storage_agent_10
19,,,19.0,77.0,household_agent_96,1114.0,796.0,True,142837.0,storage_agent_10
20,,,20.0,77.0,generation_agent_8,1126.0,467.0,True,248477.0,storage_agent_10
