,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 18:41:09.210895,,,,,,,,,
1,Simulation configuration ID,11a493fb-233a-45ba-a0ae-c92ca135d08c,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_33,0.0,69.0,household_agent_34,43.0,0.0,59.0,43.0,128.0
1,,,household_agent_33,6.0,1168.0,household_agent_34,30.0,0.0,59.0,30.0,1227.0
2,,,household_agent_34,1.0,65.0,household_agent_33,43.0,0.0,59.0,43.0,124.0
3,,,household_agent_34,7.0,1191.0,household_agent_33,11.0,0.0,56.0,11.0,1247.0
4,,,household_agent_51,2.0,67.0,household_agent_50,29.0,0.0,59.0,29.0,126.0
5,,,household_agent_51,8.0,1242.0,household_agent_50,19.0,0.0,58.0,19.0,1300.0
6,,,household_agent_72,3.0,89.0,household_agent_73,9.0,0.0,53.0,9.0,142.0
7,,,household_agent_72,9.0,1218.0,household_agent_73,41.0,0.0,55.0,41.0,1273.0
8,,,household_agent_50,4.0,89.0,household_agent_51,49.0,0.0,74.0,49.0,163.0
9,,,household_agent_50,10.0,1181.0,household_agent_51,22.0,0.0,59.0,22.0,1240.0
10,,,household_agent_73,5.0,70.0,household_agent_72,35.0,0.0,52.0,35.0,122.0
11,,,household_agent_73,11.0,1194.0,household_agent_72,26.0,0.0,53.0,26.0,1247.0
12,,,household_agent_33,105700.0,907.0,household_agent_34,43.0,124.0,59.0,43.0,966.0
13,,,household_agent_33,105701.0,1375.0,household_agent_34,11.0,1247.0,59.0,11.0,1434.0
14,,,household_agent_34,105800.0,828.0,household_agent_33,43.0,128.0,59.0,43.0,887.0
15,,,household_agent_34,105801.0,1570.0,household_agent_33,30.0,1227.0,59.0,30.0,1629.0
16,,,household_agent_50,107400.0,733.0,household_agent_51,29.0,126.0,65.0,29.0,798.0
17,,,household_agent_50,107401.0,1714.0,household_agent_51,19.0,1300.0,59.0,19.0,1773.0
18,,,household_agent_51,107500.0,491.0,household_agent_50,49.0,163.0,53.0,49.0,544.0
19,,,household_agent_51,107501.0,1980.0,household_agent_50,22.0,1240.0,53.0,22.0,2033.0
20,,,household_agent_72,109600.0,699.0,household_agent_73,35.0,122.0,53.0,35.0,752.0
21,,,household_agent_72,109601.0,1488.0,household_agent_73,26.0,1247.0,59.0,26.0,1547.0
22,,,household_agent_73,109700.0,748.0,household_agent_72,9.0,142.0,53.0,9.0,801.0
23,,,household_agent_73,109701.0,2053.0,household_agent_72,41.0,1273.0,53.0,41.0,2106.0
