,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 23:23:55.800889,,,,,,,,,
1,Simulation configuration ID,17276078-1c3a-48dd-9123-3939a16737e2,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_34,0.0,48.0,household_agent_33,133.0,0.0,69.0,133.0,117.0
1,,,household_agent_51,1.0,118.0,household_agent_52,177.0,0.0,45.0,177.0,163.0
2,,,household_agent_52,2.0,95.0,household_agent_51,125.0,0.0,47.0,125.0,142.0
3,,,household_agent_81,3.0,112.0,household_agent_80,200.0,0.0,66.0,200.0,178.0
4,,,household_agent_33,4.0,26.0,household_agent_34,107.0,0.0,81.0,107.0,107.0
5,,,household_agent_80,5.0,106.0,household_agent_81,126.0,0.0,70.0,126.0,176.0
6,,,household_agent_33,105700.0,21409.0,household_agent_34,133.0,117.0,60.0,133.0,21469.0
7,,,household_agent_34,105800.0,22263.0,household_agent_33,107.0,107.0,61.0,107.0,22324.0
8,,,household_agent_51,107500.0,16466.0,household_agent_52,125.0,142.0,47.0,125.0,16513.0
9,,,household_agent_52,107600.0,19355.0,household_agent_51,177.0,163.0,47.0,177.0,19402.0
10,,,household_agent_80,110400.0,26960.0,household_agent_81,200.0,178.0,67.0,200.0,27027.0
11,,,household_agent_81,110500.0,24359.0,household_agent_80,126.0,176.0,69.0,126.0,24428.0
