,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,reply,replyAfter_ms,sender
0,Start simulation,2025-01-04 03:13:24.202716,,,,,,,,
1,Simulation configuration ID,4d801132-011a-4433-9c9f-1dd6ca5c5052,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MVLV-rural-all-2-no_sw,,,,,,,,
3,Communication graph,Complete Overlay Topology with 330 agents,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,
7,Frequency,0,,,,,,,,
8,Simulation duration,900000,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,
0,,,0.0,100.0,household_agent_6,1030.0,30.0,True,44.0,generation_agent_11
1,,,1.0,100.0,household_agent_21,1045.0,12.0,True,11.0,generation_agent_11
2,,,2.0,100.0,household_agent_42,1066.0,21.0,True,48.0,generation_agent_11
3,,,3.0,100.0,household_agent_62,1086.0,47.0,True,79.0,generation_agent_11
4,,,4.0,100.0,household_agent_90,1114.0,44.0,True,10.0,generation_agent_11
5,,,5.0,100.0,household_agent_96,1120.0,9.0,True,7.0,generation_agent_11
6,,,6.0,100.0,household_agent_99,1123.0,10.0,True,93.0,generation_agent_11
7,,,7.0,100.0,generation_agent_0,1124.0,28.0,True,34.0,generation_agent_11
8,,,8.0,100.0,generation_agent_24,1148.0,15.0,True,31.0,generation_agent_11
9,,,9.0,100.0,generation_agent_92,1216.0,21.0,True,80.0,generation_agent_11
10,,,10.0,100.0,storage_agent_10,1234.0,30.0,True,94.0,generation_agent_11
11,,,11.0,100.0,storage_agent_20,1244.0,23.0,True,99.0,generation_agent_11
12,,,12.0,100.0,storage_agent_41,1265.0,10.0,True,15.0,generation_agent_11
13,,,13.0,100.0,storage_agent_86,1310.0,45.0,True,88.0,generation_agent_11
14,,,14.0,100.0,household_agent_6,1030.0,24.0,True,35.0,generation_agent_11
15,,,15.0,100.0,household_agent_21,1045.0,44.0,True,46.0,generation_agent_11
16,,,16.0,100.0,household_agent_42,1066.0,34.0,True,19.0,generation_agent_11
17,,,17.0,100.0,household_agent_62,1086.0,12.0,True,34.0,generation_agent_11
18,,,18.0,100.0,household_agent_90,1114.0,21.0,True,68.0,generation_agent_11
19,,,19.0,100.0,household_agent_96,1120.0,35.0,True,73.0,generation_agent_11
20,,,20.0,100.0,household_agent_99,1123.0,44.0,True,21.0,generation_agent_11
21,,,21.0,100.0,generation_agent_0,1124.0,45.0,True,32.0,generation_agent_11
22,,,22.0,100.0,generation_agent_24,1148.0,40.0,True,82.0,generation_agent_11
23,,,23.0,100.0,generation_agent_92,1216.0,35.0,True,10.0,generation_agent_11
24,,,24.0,100.0,storage_agent_10,1234.0,18.0,True,7.0,generation_agent_11
25,,,25.0,100.0,storage_agent_20,1244.0,14.0,True,24.0,generation_agent_11
26,,,26.0,100.0,storage_agent_41,1265.0,41.0,True,0.0,generation_agent_11
27,,,27.0,100.0,storage_agent_86,1310.0,31.0,True,35.0,generation_agent_11
28,,,28.0,100.0,household_agent_6,1030.0,24.0,True,94.0,generation_agent_11
29,,,29.0,100.0,household_agent_21,1045.0,29.0,True,58.0,generation_agent_11
30,,,30.0,100.0,household_agent_42,1066.0,16.0,True,5.0,generation_agent_11
31,,,31.0,100.0,household_agent_62,1086.0,14.0,True,62.0,generation_agent_11
32,,,32.0,100.0,household_agent_90,1114.0,14.0,True,83.0,generation_agent_11
33,,,33.0,100.0,household_agent_96,1120.0,45.0,True,13.0,generation_agent_11
34,,,34.0,100.0,household_agent_99,1123.0,20.0,True,4.0,generation_agent_11
35,,,35.0,100.0,generation_agent_0,1124.0,50.0,True,61.0,generation_agent_11
36,,,36.0,100.0,generation_agent_24,1148.0,23.0,True,95.0,generation_agent_11
37,,,37.0,100.0,generation_agent_92,1216.0,25.0,True,99.0,generation_agent_11
38,,,38.0,100.0,storage_agent_10,1234.0,17.0,True,8.0,generation_agent_11
39,,,39.0,100.0,storage_agent_20,1244.0,28.0,True,53.0,generation_agent_11
40,,,40.0,100.0,storage_agent_41,1265.0,20.0,True,76.0,generation_agent_11
41,,,41.0,100.0,storage_agent_86,1310.0,27.0,True,33.0,generation_agent_11
42,,,42.0,100.0,household_agent_6,1030.0,49.0,True,29.0,generation_agent_11
43,,,43.0,100.0,household_agent_21,1045.0,17.0,True,83.0,generation_agent_11
44,,,44.0,100.0,household_agent_42,1066.0,35.0,True,96.0,generation_agent_11
45,,,45.0,100.0,household_agent_62,1086.0,28.0,True,96.0,generation_agent_11
46,,,46.0,100.0,household_agent_90,1114.0,43.0,True,73.0,generation_agent_11
47,,,47.0,100.0,household_agent_96,1120.0,11.0,True,47.0,generation_agent_11
48,,,48.0,100.0,household_agent_99,1123.0,46.0,True,52.0,generation_agent_11
49,,,49.0,100.0,generation_agent_0,1124.0,22.0,True,42.0,generation_agent_11
50,,,50.0,100.0,generation_agent_24,1148.0,23.0,True,65.0,generation_agent_11
51,,,51.0,100.0,generation_agent_92,1216.0,9.0,True,57.0,generation_agent_11
52,,,52.0,100.0,storage_agent_10,1234.0,43.0,True,33.0,generation_agent_11
53,,,53.0,100.0,storage_agent_20,1244.0,42.0,True,63.0,generation_agent_11
54,,,54.0,100.0,storage_agent_41,1265.0,18.0,True,0.0,generation_agent_11
55,,,55.0,100.0,storage_agent_86,1310.0,27.0,True,7.0,generation_agent_11
56,,,56.0,100.0,household_agent_6,1030.0,16.0,True,20.0,generation_agent_11
57,,,57.0,100.0,household_agent_21,1045.0,48.0,True,33.0,generation_agent_11
58,,,58.0,100.0,household_agent_42,1066.0,42.0,True,67.0,generation_agent_11
59,,,59.0,100.0,household_agent_62,1086.0,13.0,True,16.0,generation_agent_11
60,,,60.0,100.0,household_agent_90,1114.0,37.0,True,52.0,generation_agent_11
61,,,61.0,100.0,household_agent_96,1120.0,45.0,True,65.0,generation_agent_11
62,,,62.0,100.0,household_agent_99,1123.0,20.0,True,96.0,generation_agent_11
63,,,63.0,100.0,generation_agent_0,1124.0,28.0,True,93.0,generation_agent_11
64,,,64.0,100.0,generation_agent_24,1148.0,22.0,True,0.0,generation_agent_11
65,,,65.0,100.0,generation_agent_92,1216.0,22.0,True,94.0,generation_agent_11
66,,,66.0,100.0,storage_agent_10,1234.0,17.0,True,15.0,generation_agent_11
67,,,67.0,100.0,storage_agent_20,1244.0,29.0,True,55.0,generation_agent_11
