,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-02 02:22:12.347361,,,,,,,,,
1,Simulation configuration ID,ba64ed00-992f-423b-b9b2-97025dac1693,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 330 agents,,,,,,,,,
4,Agent communication pattern,FaultDetectionAndLocation,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,100.0,household_agent_0,654.0,generation_agent_65,0.0,55.0,536.0,155.0
1,,,0.0,100.0,household_agent_0,654.0,generation_agent_65,0.0,86.0,118.0,186.0
2,,,0.0,100.0,household_agent_0,654.0,generation_agent_65,0.0,64.0,536.0,159.0
3,,,0.0,100.0,household_agent_0,654.0,generation_agent_65,0.0,105.0,165.0,200.0
4,,,0.0,100.0,household_agent_0,654.0,generation_agent_65,0.0,3273.0,536.0,3353.0
5,,,0.0,100.0,household_agent_0,654.0,generation_agent_65,0.0,6610.0,461.0,6690.0
6,,,1.0,100.0,household_agent_1,773.0,generation_agent_65,0.0,65.0,536.0,165.0
7,,,1.0,100.0,household_agent_1,773.0,generation_agent_65,0.0,97.0,237.0,197.0
8,,,1.0,100.0,household_agent_1,773.0,generation_agent_65,0.0,77.0,351.0,172.0
9,,,1.0,100.0,household_agent_1,773.0,generation_agent_65,0.0,55.0,536.0,135.0
10,,,1.0,100.0,household_agent_1,773.0,generation_agent_65,0.0,90.0,387.0,170.0
11,,,1.0,100.0,household_agent_1,773.0,generation_agent_65,0.0,61.0,298.0,71.0
12,,,2.0,100.0,household_agent_2,253.0,generation_agent_65,0.0,77.0,253.0,177.0
