,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-22 04:42:55.077355,,,,,,,,,
1,Simulation configuration ID,19d5a09c-a25a-43e5-bbb6-2f530c8fe76e,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MVLV-rural-all-2-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 330 agents,,,,,,,,,
4,Agent communication pattern,VoltageRegulation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,2.0,13.0,grid_infrastructure_agent_3,992.0,grid_infrastructure_agent_8,0.0,50.0,536.0,63.0
1,,,2.0,13.0,grid_infrastructure_agent_3,992.0,grid_infrastructure_agent_8,0.0,90.0,456.0,103.0
2,,,4.0,13.0,grid_infrastructure_agent_8,367.0,grid_infrastructure_agent_3,0.0,53.0,367.0,66.0
