,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-30 03:24:31.546415,,,,,,,,,
1,Simulation configuration ID,c7c0b26c-53fc-44f9-8ab5-69c564e38937,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 65 agents,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,0.0,aggregator_agent,1059.0,191.0,control_center_agent,27.0,191.0,27.0
1,,,1.0,24.0,household_agent_8,1011.0,191.0,aggregator_agent,65.0,191.0,89.0
2,,,5.0,543.0,control_center_agent,1060.0,191.0,aggregator_agent,37.0,191.0,580.0
3,,,2.0,66.0,household_agent_7,1010.0,191.0,household_agent_8,44.0,191.0,110.0
4,,,3.0,66.0,household_agent_9,1012.0,191.0,household_agent_8,55.0,191.0,121.0
5,,,4.0,540.0,aggregator_agent,1059.0,191.0,household_agent_8,65.0,191.0,605.0
