,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 09:05:02.915723,,,,,,
1,Simulation configuration ID,50a607a4-9309-42c2-9cd5-41cc260ea87d,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,4.0,aggregator_agent,1318.0,191.0,control_center_agent
0,,,1.0,57.0,storage_agent_62,1280.0,191.0,aggregator_agent
1,,,5.0,263381.0,control_center_agent,1319.0,191.0,aggregator_agent
0,,,2.0,82585.0,storage_agent_61,1279.0,191.0,storage_agent_62
1,,,3.0,82585.0,storage_agent_63,1281.0,191.0,storage_agent_62
2,,,4.0,173133.0,aggregator_agent,1318.0,191.0,storage_agent_62
