,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 15:46:30.409355,,,,,,
1,Simulation configuration ID,c11e1166-599a-4f02-8c7a-a64808789991,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,77.0,aggregator_agent,1318.0,695.0,market_agent
0,,,1.0,9.0,aggregator_agent,1318.0,541.0,grid_operator_agent
0,,,2.0,150.0,aggregator_agent,1318.0,519.0,household_agent_93
0,,,3.0,82.0,aggregator_agent,1318.0,909.0,household_agent_43
0,,,4.0,157.0,aggregator_agent,1318.0,745.0,household_agent_52
0,,,5.0,175.0,aggregator_agent,1318.0,299.0,household_agent_78
0,,,6.0,174.0,aggregator_agent,1318.0,297.0,household_agent_64
0,,,7.0,124.0,aggregator_agent,1318.0,676.0,household_agent_14
0,,,8.0,94.0,aggregator_agent,1318.0,934.0,household_agent_28
0,,,9.0,109.0,aggregator_agent,1318.0,307.0,household_agent_70
0,,,10.0,166.0,aggregator_agent,1318.0,497.0,household_agent_83
0,,,11.0,85.0,aggregator_agent,1318.0,866.0,household_agent_25
0,,,12.0,151.0,aggregator_agent,1318.0,825.0,household_agent_29
0,,,13.0,136.0,aggregator_agent,1318.0,317.0,household_agent_36
0,,,14.0,86.0,aggregator_agent,1318.0,531.0,household_agent_76
0,,,15.0,163.0,aggregator_agent,1318.0,743.0,household_agent_92
0,,,16.0,148.0,aggregator_agent,1318.0,893.0,household_agent_79
