,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 17:48:09.581716,,,,,,,,,
1,Simulation configuration ID,4f19f71b-ad38-48c9-a844-7e302759f8cf,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 65 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_34,0.0,133.0,household_agent_33,504.0,0.0,60.0,504.0,193.0
1,,,household_agent_36,1.0,47.0,household_agent_37,276.0,0.0,55.0,276.0,102.0
2,,,household_agent_22,2.0,83.0,household_agent_23,828.0,0.0,50.0,536.0,133.0
3,,,household_agent_22,2.0,83.0,household_agent_23,828.0,0.0,84.0,292.0,167.0
4,,,household_agent_43,3.0,108.0,household_agent_42,657.0,0.0,50.0,536.0,158.0
5,,,household_agent_43,3.0,108.0,household_agent_42,657.0,0.0,85.0,121.0,193.0
6,,,household_agent_42,4.0,59.0,household_agent_43,901.0,0.0,49.0,536.0,108.0
7,,,household_agent_42,4.0,59.0,household_agent_43,901.0,0.0,88.0,365.0,147.0
8,,,household_agent_37,5.0,132.0,household_agent_36,422.0,0.0,54.0,422.0,186.0
9,,,household_agent_33,6.0,83.0,household_agent_34,729.0,0.0,49.0,536.0,132.0
10,,,household_agent_33,6.0,83.0,household_agent_34,729.0,0.0,83.0,193.0,166.0
11,,,household_agent_23,7.0,43.0,household_agent_22,239.0,0.0,48.0,239.0,91.0
12,,,household_agent_22,102500.0,4333.0,household_agent_23,239.0,91.0,47.0,239.0,4380.0
13,,,household_agent_23,102600.0,23147.0,household_agent_22,828.0,133.0,50.0,536.0,23197.0
14,,,household_agent_23,102600.0,23147.0,household_agent_22,828.0,133.0,85.0,292.0,23232.0
15,,,household_agent_23,102601.0,23181.0,household_agent_22,828.0,167.0,65.0,536.0,23246.0
16,,,household_agent_23,102601.0,23181.0,household_agent_22,828.0,167.0,100.0,292.0,23281.0
17,,,household_agent_33,103600.0,25138.0,household_agent_34,504.0,193.0,49.0,504.0,25187.0
18,,,household_agent_34,103700.0,22440.0,household_agent_33,729.0,132.0,49.0,536.0,22489.0
19,,,household_agent_34,103700.0,22440.0,household_agent_33,729.0,132.0,83.0,193.0,22523.0
20,,,household_agent_34,103701.0,22474.0,household_agent_33,729.0,166.0,62.0,536.0,22536.0
21,,,household_agent_34,103701.0,22474.0,household_agent_33,729.0,166.0,96.0,193.0,22570.0
22,,,household_agent_36,103900.0,11112.0,household_agent_37,422.0,186.0,56.0,422.0,11168.0
23,,,household_agent_37,104000.0,10361.0,household_agent_36,276.0,102.0,53.0,276.0,10414.0
24,,,household_agent_42,104500.0,6801.0,household_agent_43,657.0,158.0,49.0,536.0,6850.0
25,,,household_agent_42,104500.0,6801.0,household_agent_43,657.0,158.0,83.0,121.0,6884.0
26,,,household_agent_42,104501.0,6836.0,household_agent_43,657.0,193.0,60.0,536.0,6896.0
27,,,household_agent_42,104501.0,6836.0,household_agent_43,657.0,193.0,94.0,121.0,6930.0
28,,,household_agent_43,104600.0,23366.0,household_agent_42,901.0,108.0,50.0,536.0,23416.0
29,,,household_agent_43,104600.0,23366.0,household_agent_42,901.0,108.0,85.0,365.0,23451.0
30,,,household_agent_43,104601.0,23405.0,household_agent_42,901.0,147.0,59.0,536.0,23464.0
31,,,household_agent_43,104601.0,23405.0,household_agent_42,901.0,147.0,94.0,365.0,23499.0
