,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 14:50:36.866544,,,,,,
1,Simulation configuration ID,5ada5cad-6200-4bbd-af13-ee2335a1f273,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,89.0,aggregator_agent,1318.0,19.0,market_agent
0,,,1.0,20.0,aggregator_agent,1318.0,48.0,grid_operator_agent
0,,,2.0,185.0,aggregator_agent,1318.0,31.0,household_agent_63
0,,,3.0,180.0,aggregator_agent,1318.0,33.0,household_agent_41
0,,,4.0,155.0,aggregator_agent,1318.0,38.0,household_agent_21
0,,,5.0,98.0,aggregator_agent,1318.0,17.0,household_agent_45
0,,,6.0,178.0,aggregator_agent,1318.0,42.0,household_agent_67
0,,,7.0,164.0,aggregator_agent,1318.0,48.0,household_agent_77
0,,,8.0,148.0,aggregator_agent,1318.0,10.0,household_agent_75
0,,,9.0,187.0,aggregator_agent,1318.0,11.0,household_agent_19
0,,,10.0,89.0,aggregator_agent,1318.0,35.0,household_agent_1
0,,,11.0,136.0,aggregator_agent,1318.0,44.0,household_agent_81
0,,,12.0,171.0,aggregator_agent,1318.0,17.0,household_agent_49
0,,,13.0,181.0,aggregator_agent,1318.0,18.0,household_agent_24
0,,,14.0,104.0,aggregator_agent,1318.0,38.0,household_agent_5
0,,,15.0,114.0,aggregator_agent,1318.0,8.0,household_agent_54
0,,,16.0,172.0,aggregator_agent,1318.0,49.0,household_agent_38
